division_gid,motion_gid,chamber,__index_level_0__
uk.org.publicwhip/debate/2021-04-15d.605.2,uk.org.publicwhip/debate/2021-04-15d.605.1.1,house-of-commons,164
uk.org.publicwhip/debate/2021-04-19d.721.2,uk.org.publicwhip/debate/2021-04-19d.721.1.1,house-of-commons,50
uk.org.publicwhip/debate/2021-04-19d.726.0,uk.org.publicwhip/debate/2021-04-19d.725.1.1,house-of-commons,51
uk.org.publicwhip/debate/2021-04-19d.731.0,uk.org.publicwhip/debate/2021-04-19d.730.1.1,house-of-commons,52
uk.org.publicwhip/debate/2021-04-19d.765.2,uk.org.publicwhip/debate/2021-04-19d.765.1.1,house-of-commons,53
uk.org.publicwhip/debate/2021-04-19d.770.0,uk.org.publicwhip/debate/2021-04-19d.769.1.1,house-of-commons,54
uk.org.publicwhip/debate/2021-04-19d.801.2,uk.org.publicwhip/debate/2021-04-19d.801.1.1,house-of-commons,55
uk.org.publicwhip/debate/2021-04-20c.918.2,uk.org.publicwhip/debate/2021-04-20c.918.1.1,house-of-commons,183
uk.org.publicwhip/debate/2021-04-20c.934.2,uk.org.publicwhip/debate/2021-04-20c.923.1.1,house-of-commons,184
uk.org.publicwhip/debate/2021-04-21b.1059.0,uk.org.publicwhip/debate/2021-04-21b.1058.2.1,house-of-commons,175
uk.org.publicwhip/debate/2021-04-21b.1063.2,uk.org.publicwhip/debate/2021-04-21b.1059.1.6,house-of-commons,176
uk.org.publicwhip/debate/2021-04-21b.1068.2,uk.org.publicwhip/debate/2021-04-21b.1068.1.1,house-of-commons,177
uk.org.publicwhip/debate/2021-04-26d.110.0,uk.org.publicwhip/debate/2021-04-26d.109.0.9,house-of-commons,36
uk.org.publicwhip/debate/2021-04-26d.131.0,uk.org.publicwhip/debate/2021-04-26d.130.1.6,house-of-commons,40
uk.org.publicwhip/debate/2021-04-26d.136.2,uk.org.publicwhip/debate/2021-04-26d.136.1.1,house-of-commons,37
uk.org.publicwhip/debate/2021-04-26d.140.2,uk.org.publicwhip/debate/2021-04-26d.140.1.1,house-of-commons,38
uk.org.publicwhip/debate/2021-04-26d.145.2,uk.org.publicwhip/debate/2021-04-26d.145.1.1,house-of-commons,39
uk.org.publicwhip/debate/2021-04-26d.167.4,uk.org.publicwhip/debate/2021-04-26d.167.3.1,house-of-commons,41
uk.org.publicwhip/debate/2021-04-27c.280.0,uk.org.publicwhip/debate/2021-04-27c.279.3.7,house-of-commons,15
uk.org.publicwhip/debate/2021-04-27c.301.2,uk.org.publicwhip/debate/2021-04-27c.301.1.1,house-of-commons,16
uk.org.publicwhip/debate/2021-04-27c.326.7,uk.org.publicwhip/debate/2021-04-27c.326.4.3,house-of-commons,17
uk.org.publicwhip/debate/2021-04-28c.407.2,uk.org.publicwhip/debate/2021-04-28c.407.1.2,house-of-commons,64
uk.org.publicwhip/debate/2021-04-28c.439.1,uk.org.publicwhip/debate/2021-04-28c.429.1.1,house-of-commons,65
uk.org.publicwhip/debate/2021-04-28c.448.0,uk.org.publicwhip/debate/2021-04-28c.448.1.5,house-of-commons,66
uk.org.publicwhip/debate/2021-05-18b.647.0,uk.org.publicwhip/debate/2021-05-18b.647.1.5,house-of-commons,221
uk.org.publicwhip/debate/2021-05-19d.802.0,uk.org.publicwhip/debate/2021-05-19d.733.7.1,house-of-commons,49
uk.org.publicwhip/debate/2021-05-19d.807.0,uk.org.publicwhip/debate/2021-05-19d.802.1.6,house-of-commons,46
uk.org.publicwhip/debate/2021-05-19d.812.0,uk.org.publicwhip/debate/2021-05-19d.807.1.6,house-of-commons,47
uk.org.publicwhip/debate/2021-05-19d.817.0,uk.org.publicwhip/debate/2021-05-19d.817.1.3,house-of-commons,48
uk.org.publicwhip/debate/2021-05-24b.107.0,uk.org.publicwhip/debate/2021-05-24b.107.0,house-of-commons,212
uk.org.publicwhip/debate/2021-05-24b.145.0,uk.org.publicwhip/debate/2021-05-24b.144.3.1,house-of-commons,209
uk.org.publicwhip/debate/2021-05-24b.153.0,uk.org.publicwhip/debate/2021-05-24b.152.3.1,house-of-commons,210
uk.org.publicwhip/debate/2021-05-24b.195.1,uk.org.publicwhip/debate/2021-05-24b.193.0.1,house-of-commons,207
uk.org.publicwhip/debate/2021-05-24b.86.0,uk.org.publicwhip/debate/2021-05-24b.86.0,house-of-commons,211
uk.org.publicwhip/debate/2021-05-24b.91.2,uk.org.publicwhip/debate/2021-05-24b.91.1.1,house-of-commons,208
uk.org.publicwhip/debate/2021-05-25b.310.0,uk.org.publicwhip/debate/2021-05-25b.278.4.1,house-of-commons,43
uk.org.publicwhip/debate/2021-05-25b.315.0,uk.org.publicwhip/debate/2021-05-25b.314.1.1,house-of-commons,44
uk.org.publicwhip/debate/2021-05-25b.320.0,uk.org.publicwhip/debate/2021-05-25b.319.1.1,house-of-commons,45
uk.org.publicwhip/debate/2021-05-26b.432.0,uk.org.publicwhip/debate/2021-05-26b.431.3.1,house-of-commons,3
uk.org.publicwhip/debate/2021-05-26b.436.2,uk.org.publicwhip/debate/2021-05-26b.436.1.1,house-of-commons,4
uk.org.publicwhip/debate/2021-05-26b.464.1,uk.org.publicwhip/debate/2021-05-26b.441.2.1,house-of-commons,2
uk.org.publicwhip/debate/2021-05-26b.469.2,uk.org.publicwhip/debate/2021-05-26b.469.1.1,house-of-commons,5
uk.org.publicwhip/debate/2021-06-07c.747.1,uk.org.publicwhip/debate/2021-06-07c.747.0.5,house-of-commons,108
uk.org.publicwhip/debate/2021-06-07c.752.0,uk.org.publicwhip/debate/2021-06-07c.747.2.4,house-of-commons,109
uk.org.publicwhip/debate/2021-06-07c.757.2,uk.org.publicwhip/debate/2021-06-07c.757.1.1,house-of-commons,110
uk.org.publicwhip/debate/2021-06-09c.1013.0,uk.org.publicwhip/debate/2021-06-09c.1013.1.3,house-of-commons,118
uk.org.publicwhip/debate/2021-06-09c.1060.0,uk.org.publicwhip/debate/2021-06-09c.1060.1.3,house-of-commons,119
uk.org.publicwhip/debate/2021-06-09c.1092.3,uk.org.publicwhip/debate/2021-06-09c.1062.2.1,house-of-commons,120
uk.org.publicwhip/debate/2021-06-15d.182.0,uk.org.publicwhip/debate/2021-06-15d.136.2.1,house-of-commons,134
uk.org.publicwhip/debate/2021-06-15d.231.0,uk.org.publicwhip/debate/2021-06-15d.187.1.1,house-of-commons,135
uk.org.publicwhip/debate/2021-06-16c.389.0,uk.org.publicwhip/debate/2021-06-16c.389.1.4,house-of-commons,167
uk.org.publicwhip/debate/2021-06-16c.393.2,uk.org.publicwhip/debate/2021-06-16c.393.1.1,house-of-commons,168
uk.org.publicwhip/debate/2021-06-16c.425.3,uk.org.publicwhip/debate/2021-06-16c.425.2.1,house-of-commons,169
uk.org.publicwhip/debate/2021-06-21d.664.0,uk.org.publicwhip/debate/2021-06-21d.664.1.3,house-of-commons,13
uk.org.publicwhip/debate/2021-06-21d.706.2,uk.org.publicwhip/debate/2021-06-21d.667.1.1,house-of-commons,14
uk.org.publicwhip/debate/2021-06-23b.931.2,uk.org.publicwhip/debate/2021-06-23b.931.1.1,house-of-commons,99
uk.org.publicwhip/debate/2021-06-23b.936.0,uk.org.publicwhip/debate/2021-06-23b.931.3.12,house-of-commons,100
uk.org.publicwhip/debate/2021-06-23b.945.2,uk.org.publicwhip/debate/2021-06-23b.945.1.1,house-of-commons,101
uk.org.publicwhip/debate/2021-06-23b.983.3,uk.org.publicwhip/debate/2021-06-23b.983.2.1,house-of-commons,102
uk.org.publicwhip/debate/2021-07-05c.610.0,uk.org.publicwhip/debate/2021-07-05c.608.4.1,house-of-commons,91
uk.org.publicwhip/debate/2021-07-05c.615.0,uk.org.publicwhip/debate/2021-07-05c.614.3.1,house-of-commons,92
uk.org.publicwhip/debate/2021-07-05c.619.8,uk.org.publicwhip/debate/2021-07-05c.619.7.1,house-of-commons,93
uk.org.publicwhip/debate/2021-07-05c.624.2,uk.org.publicwhip/debate/2021-07-05c.624.1.1,house-of-commons,94
uk.org.publicwhip/debate/2021-07-05c.676.2,uk.org.publicwhip/debate/2021-07-05c.676.1.1,house-of-commons,95
uk.org.publicwhip/debate/2021-07-05c.681.0,uk.org.publicwhip/debate/2021-07-05c.680.1.1,house-of-commons,96
uk.org.publicwhip/debate/2021-07-05c.685.2,uk.org.publicwhip/debate/2021-07-05c.685.1.1,house-of-commons,97
uk.org.publicwhip/debate/2021-07-05c.690.4,uk.org.publicwhip/debate/2021-07-05c.690.3.1,house-of-commons,98
uk.org.publicwhip/debate/2021-07-05c.702.0,uk.org.publicwhip/debate/2021-07-05c.701.1.5,house-of-commons,90
uk.org.publicwhip/debate/2021-07-06c.852.1,uk.org.publicwhip/debate/2021-07-06c.788.3.1,house-of-commons,77
uk.org.publicwhip/debate/2021-07-07b.1017.0,uk.org.publicwhip/debate/2021-07-07b.970.2.1,house-of-commons,182
uk.org.publicwhip/debate/2021-07-07b.965.1,uk.org.publicwhip/debate/2021-07-07b.912.2.1,house-of-commons,181
uk.org.publicwhip/debate/2021-07-12c.121.0,uk.org.publicwhip/debate/2021-07-12c.51.0.1,house-of-commons,25
uk.org.publicwhip/debate/2021-07-13c.224.0,uk.org.publicwhip/debate/2021-07-13c.224.1.3,house-of-commons,231
uk.org.publicwhip/debate/2021-07-13c.252.3,uk.org.publicwhip/debate/2021-07-13c.252.2.1,house-of-commons,232
uk.org.publicwhip/debate/2021-07-13c.257.2,uk.org.publicwhip/debate/2021-07-13c.257.1.1,house-of-commons,233
uk.org.publicwhip/debate/2021-07-13c.262.2,uk.org.publicwhip/debate/2021-07-13c.262.1.1,house-of-commons,234
uk.org.publicwhip/debate/2021-07-13c.294.2,uk.org.publicwhip/debate/2021-07-13c.294.3.3,house-of-commons,235
uk.org.publicwhip/debate/2021-07-14c.422.0,uk.org.publicwhip/debate/2021-07-14c.420.2.1,house-of-commons,105
uk.org.publicwhip/debate/2021-07-14c.476.0,uk.org.publicwhip/debate/2021-07-14c.432.2.1,house-of-commons,107
uk.org.publicwhip/debate/2021-07-14c.480.0,uk.org.publicwhip/debate/2021-07-14c.476.1.4,house-of-commons,106
uk.org.publicwhip/debate/2021-07-20b.917.1,uk.org.publicwhip/debate/2021-07-20b.827.2.6,house-of-commons,146
uk.org.publicwhip/debate/2021-07-20b.921.0,uk.org.publicwhip/debate/2021-07-20b.917.2.4,house-of-commons,147
uk.org.publicwhip/debate/2021-09-06d.93.3,uk.org.publicwhip/debate/2021-09-06d.93.2.1,house-of-commons,80
uk.org.publicwhip/debate/2021-09-07c.266.0,uk.org.publicwhip/debate/2021-09-07c.198.3.1,house-of-commons,174
uk.org.publicwhip/debate/2021-09-07c.271.0,uk.org.publicwhip/debate/2021-09-07c.266.1.3,house-of-commons,173
uk.org.publicwhip/debate/2021-09-08b.415.0,uk.org.publicwhip/debate/2021-09-08b.414.3.8,house-of-commons,62
uk.org.publicwhip/debate/2021-09-08b.419.0,uk.org.publicwhip/debate/2021-09-08b.419.1.7,house-of-commons,63
uk.org.publicwhip/debate/2021-09-10a.559.5,uk.org.publicwhip/debate/2021-09-10a.559.4.2,house-of-commons,69
uk.org.publicwhip/debate/2021-09-13c.714.1,uk.org.publicwhip/debate/2021-09-13c.704.3.1,house-of-commons,178
uk.org.publicwhip/debate/2021-09-13c.751.2,uk.org.publicwhip/debate/2021-09-13c.751.1.1,house-of-commons,179
uk.org.publicwhip/debate/2021-09-13c.756.1,uk.org.publicwhip/debate/2021-09-13c.755.0.1,house-of-commons,180
uk.org.publicwhip/debate/2021-09-14d.887.0,uk.org.publicwhip/debate/2021-09-14d.845.2.1,house-of-commons,82
uk.org.publicwhip/debate/2021-09-14d.891.0,uk.org.publicwhip/debate/2021-09-14d.887.1.3,house-of-commons,81
uk.org.publicwhip/debate/2021-09-14d.929.2,uk.org.publicwhip/debate/2021-09-14d.929.1.1,house-of-commons,84
uk.org.publicwhip/debate/2021-09-14d.932.2,uk.org.publicwhip/debate/2021-09-14d.932.1.1,house-of-commons,85
uk.org.publicwhip/debate/2021-09-14d.936.2,uk.org.publicwhip/debate/2021-09-14d.936.1.1,house-of-commons,86
uk.org.publicwhip/debate/2021-09-14d.943.0,uk.org.publicwhip/debate/2021-09-14d.941.0.1,house-of-commons,83
uk.org.publicwhip/debate/2021-09-15c.1043.0,uk.org.publicwhip/debate/2021-09-15c.1043.1.3,house-of-commons,88
uk.org.publicwhip/debate/2021-09-15c.1086.1,uk.org.publicwhip/debate/2021-09-15c.1047.2.1,house-of-commons,89
uk.org.publicwhip/debate/2021-09-20b.103.1,uk.org.publicwhip/debate/2021-09-20b.99.4.6,house-of-commons,143
uk.org.publicwhip/debate/2021-09-20b.115.1,uk.org.publicwhip/debate/2021-09-20b.107.3.1,house-of-commons,145
uk.org.publicwhip/debate/2021-09-20b.87.7,uk.org.publicwhip/debate/2021-09-20b.70.0.1,house-of-commons,142
uk.org.publicwhip/debate/2021-09-20b.90.0,uk.org.publicwhip/debate/2021-09-20b.87.8.3,house-of-commons,141
uk.org.publicwhip/debate/2021-09-20b.99.3,uk.org.publicwhip/debate/2021-09-20b.99.1.1,house-of-commons,144
uk.org.publicwhip/debate/2021-09-21c.254.1,uk.org.publicwhip/debate/2021-09-21c.254.0.4,house-of-commons,56
uk.org.publicwhip/debate/2021-09-22c.326.0,uk.org.publicwhip/debate/2021-09-22c.313.3.1,house-of-commons,103
uk.org.publicwhip/debate/2021-09-22c.378.0,uk.org.publicwhip/debate/2021-09-22c.336.2.1,house-of-commons,104
uk.org.publicwhip/debate/2021-10-19c.644.0,uk.org.publicwhip/debate/2021-10-19c.644.1.4,house-of-commons,213
uk.org.publicwhip/debate/2021-10-19c.723.0,uk.org.publicwhip/debate/2021-10-19c.674.2.1,house-of-commons,214
uk.org.publicwhip/debate/2021-10-20c.825.0,uk.org.publicwhip/debate/2021-10-20c.824.4.1,house-of-commons,199
uk.org.publicwhip/debate/2021-10-20c.828.3,uk.org.publicwhip/debate/2021-10-20c.828.2.1,house-of-commons,200
uk.org.publicwhip/debate/2021-10-20c.832.2,uk.org.publicwhip/debate/2021-10-20c.832.1.1,house-of-commons,201
uk.org.publicwhip/debate/2021-10-20c.836.2,uk.org.publicwhip/debate/2021-10-20c.836.1.1,house-of-commons,202
uk.org.publicwhip/debate/2021-10-20c.866.0,uk.org.publicwhip/debate/2021-10-20c.864.1.9,house-of-commons,205
uk.org.publicwhip/debate/2021-10-20c.869.2,uk.org.publicwhip/debate/2021-10-20c.866.1.4,house-of-commons,206
uk.org.publicwhip/debate/2021-10-20c.873.2,uk.org.publicwhip/debate/2021-10-20c.873.1.1,house-of-commons,203
uk.org.publicwhip/debate/2021-10-20c.877.0,uk.org.publicwhip/debate/2021-10-20c.873.3.7,house-of-commons,204
uk.org.publicwhip/debate/2021-10-22b.1039.4,uk.org.publicwhip/debate/2021-10-22b.1039.2.1,house-of-commons,191
uk.org.publicwhip/debate/2021-10-22b.1097.5,uk.org.publicwhip/debate/2021-10-22b.1097.4.2,house-of-commons,192
uk.org.publicwhip/debate/2021-10-26c.236.0,uk.org.publicwhip/debate/2021-10-26c.189.2.1,house-of-commons,151
uk.org.publicwhip/debate/2021-11-02c.863.6,uk.org.publicwhip/debate/2021-11-02c.863.5.1,house-of-commons,219
uk.org.publicwhip/debate/2021-11-02c.867.2,uk.org.publicwhip/debate/2021-11-02c.867.1.1,house-of-commons,220
uk.org.publicwhip/debate/2021-11-03c.1018.0,uk.org.publicwhip/debate/2021-11-03c.974.3.1,house-of-commons,9
uk.org.publicwhip/debate/2021-11-03c.1021.0,uk.org.publicwhip/debate/2021-11-03c.1020.1.1,house-of-commons,10
uk.org.publicwhip/debate/2021-11-03c.964.1,uk.org.publicwhip/debate/2021-11-03c.964.0.2,house-of-commons,8
uk.org.publicwhip/debate/2021-11-03c.968.2,uk.org.publicwhip/debate/2021-11-03c.968.3.3,house-of-commons,7
uk.org.publicwhip/debate/2021-11-08c.100.0,uk.org.publicwhip/debate/2021-11-08c.99.1.5,house-of-commons,71
uk.org.publicwhip/debate/2021-11-08c.104.0,uk.org.publicwhip/debate/2021-11-08c.103.3.1,house-of-commons,70
uk.org.publicwhip/debate/2021-11-08c.125.2,uk.org.publicwhip/debate/2021-11-08c.125.1.3,house-of-commons,73
uk.org.publicwhip/debate/2021-11-08c.129.0,uk.org.publicwhip/debate/2021-11-08c.125.3.4,house-of-commons,72
uk.org.publicwhip/debate/2021-11-15d.372.8,uk.org.publicwhip/debate/2021-11-15d.372.7.2,house-of-commons,1
uk.org.publicwhip/debate/2021-11-15d.376.0,uk.org.publicwhip/debate/2021-11-15d.372.9.5,house-of-commons,0
uk.org.publicwhip/debate/2021-11-16d.533.0,uk.org.publicwhip/debate/2021-11-16d.493.3.1,house-of-commons,79
uk.org.publicwhip/debate/2021-11-16d.537.0,uk.org.publicwhip/debate/2021-11-16d.533.1.3,house-of-commons,78
uk.org.publicwhip/debate/2021-11-17d.686.0,uk.org.publicwhip/debate/2021-11-17d.685.1.6,house-of-commons,114
uk.org.publicwhip/debate/2021-11-17d.690.1,uk.org.publicwhip/debate/2021-11-17d.690.0.2,house-of-commons,115
uk.org.publicwhip/debate/2021-11-22b.153.0,uk.org.publicwhip/debate/2021-11-22b.153.1.5,house-of-commons,61
uk.org.publicwhip/debate/2021-11-22b.158.0,uk.org.publicwhip/debate/2021-11-22b.157.6.1,house-of-commons,59
uk.org.publicwhip/debate/2021-11-22b.162.2,uk.org.publicwhip/debate/2021-11-22b.162.1.1,house-of-commons,60
uk.org.publicwhip/debate/2021-11-22b.89.3,uk.org.publicwhip/debate/2021-11-22b.89.2.1,house-of-commons,57
uk.org.publicwhip/debate/2021-11-22b.93.2,uk.org.publicwhip/debate/2021-11-22b.93.1.1,house-of-commons,58
uk.org.publicwhip/debate/2021-11-23b.255.2,uk.org.publicwhip/debate/2021-11-23b.267.0.1,house-of-commons,29
uk.org.publicwhip/debate/2021-11-23b.259.2,uk.org.publicwhip/debate/2021-11-23b.259.1.1,house-of-commons,31
uk.org.publicwhip/debate/2021-11-23b.296.8,uk.org.publicwhip/debate/2021-11-23b.296.7.1,house-of-commons,32
uk.org.publicwhip/debate/2021-11-23b.305.2,uk.org.publicwhip/debate/2021-11-23b.305.1.1,house-of-commons,33
uk.org.publicwhip/debate/2021-11-23b.317.2,uk.org.publicwhip/debate/2021-11-23b.309.2.1,house-of-commons,30
uk.org.publicwhip/debate/2021-11-30b.826.0,uk.org.publicwhip/debate/2021-11-30b.826.1.6,house-of-commons,26
uk.org.publicwhip/debate/2021-11-30b.829.0,uk.org.publicwhip/debate/2021-11-30b.826.1.3,house-of-commons,27
uk.org.publicwhip/debate/2021-11-30b.885.0,uk.org.publicwhip/debate/2021-11-30b.834.3.1,house-of-commons,28
uk.org.publicwhip/debate/2021-12-01c.1002.4,uk.org.publicwhip/debate/2021-12-01c.1002.3.1,house-of-commons,132
uk.org.publicwhip/debate/2021-12-01c.1007.0,uk.org.publicwhip/debate/2021-12-01c.1006.1.1,house-of-commons,133
uk.org.publicwhip/debate/2021-12-01c.975.2,uk.org.publicwhip/debate/2021-12-01c.975.1.1,house-of-commons,130
uk.org.publicwhip/debate/2021-12-01c.979.2,uk.org.publicwhip/debate/2021-12-01c.979.1.1,house-of-commons,131
uk.org.publicwhip/debate/2021-12-03b.1163.3,uk.org.publicwhip/debate/2021-12-03b.1163.2.2,house-of-commons,225
uk.org.publicwhip/debate/2021-12-03b.1226.2,uk.org.publicwhip/debate/2021-12-03b.1226.1.2,house-of-commons,226
uk.org.publicwhip/debate/2021-12-06c.112.0,uk.org.publicwhip/debate/2021-12-06c.111.0.8,house-of-commons,34
uk.org.publicwhip/debate/2021-12-06c.116.2,uk.org.publicwhip/debate/2021-12-06c.112.1.5,house-of-commons,35
uk.org.publicwhip/debate/2021-12-07c.261.0,uk.org.publicwhip/debate/2021-12-07c.261.0,house-of-commons,241
uk.org.publicwhip/debate/2021-12-07c.265.2,uk.org.publicwhip/debate/2021-12-07c.265.1.1,house-of-commons,236
uk.org.publicwhip/debate/2021-12-07c.324.2,uk.org.publicwhip/debate/2021-12-07c.324.1.1,house-of-commons,237
uk.org.publicwhip/debate/2021-12-07c.329.0,uk.org.publicwhip/debate/2021-12-07c.328.1.1,house-of-commons,238
uk.org.publicwhip/debate/2021-12-07c.338.2,uk.org.publicwhip/debate/2021-12-07c.338.1.17,house-of-commons,239
uk.org.publicwhip/debate/2021-12-07c.347.2,uk.org.publicwhip/debate/2021-12-07c.347.1.1,house-of-commons,240
uk.org.publicwhip/debate/2021-12-08c.428.2,uk.org.publicwhip/debate/2021-12-08c.391.0.1,house-of-commons,186
uk.org.publicwhip/debate/2021-12-08c.433.6,uk.org.publicwhip/debate/2021-12-08c.432.2.1,house-of-commons,187
uk.org.publicwhip/debate/2021-12-08c.437.9,uk.org.publicwhip/debate/2021-12-08c.437.3.1,house-of-commons,188
uk.org.publicwhip/debate/2021-12-08c.448.0,uk.org.publicwhip/debate/2021-12-08c.445.0.1,house-of-commons,189
uk.org.publicwhip/debate/2021-12-08c.529.3,uk.org.publicwhip/debate/2021-12-08c.529.4.3,house-of-commons,190
uk.org.publicwhip/debate/2021-12-10a.675.2,uk.org.publicwhip/debate/2021-12-10a.675.1.2,house-of-commons,116
uk.org.publicwhip/debate/2021-12-13e.863.0,uk.org.publicwhip/debate/2021-12-13e.829.4.1,house-of-commons,148
uk.org.publicwhip/debate/2021-12-13e.866.2,uk.org.publicwhip/debate/2021-12-13e.866.1.1,house-of-commons,149
uk.org.publicwhip/debate/2021-12-13e.870.2,uk.org.publicwhip/debate/2021-12-13e.870.1.1,house-of-commons,150
uk.org.publicwhip/debate/2021-12-14d.1016.1,uk.org.publicwhip/debate/2021-12-14d.1016.2.6,house-of-commons,140
uk.org.publicwhip/debate/2021-12-14d.1020.0,uk.org.publicwhip/debate/2021-12-14d.1016.2.8,house-of-commons,138
uk.org.publicwhip/debate/2021-12-14d.1024.0,uk.org.publicwhip/debate/2021-12-14d.1020.1.3,house-of-commons,139
uk.org.publicwhip/debate/2022-01-10b.341.5,uk.org.publicwhip/debate/2022-01-10b.341.4.1,house-of-commons,127
uk.org.publicwhip/debate/2022-01-10b.346.0,uk.org.publicwhip/debate/2022-01-10b.345.1.1,house-of-commons,128
uk.org.publicwhip/debate/2022-01-10b.350.2,uk.org.publicwhip/debate/2022-01-10b.350.1.1,house-of-commons,129
uk.org.publicwhip/debate/2022-01-10b.361.3,uk.org.publicwhip/debate/2022-01-10b.354.0.1,house-of-commons,126
uk.org.publicwhip/debate/2022-01-10b.391.0,uk.org.publicwhip/debate/2022-01-10b.391.1.3,house-of-commons,130
uk.org.publicwhip/debate/2022-01-10b.395.2,uk.org.publicwhip/debate/2022-01-10b.395.1.1,house-of-commons,131
uk.org.publicwhip/debate/2022-01-11b.500.0,uk.org.publicwhip/debate/2022-01-11b.451.2.1,house-of-commons,249
uk.org.publicwhip/debate/2022-01-11b.542.1,uk.org.publicwhip/debate/2022-01-11b.542.2.3,house-of-commons,250
uk.org.publicwhip/debate/2022-01-17c.124.2,uk.org.publicwhip/debate/2022-01-17c.124.1.1,house-of-commons,203
uk.org.publicwhip/debate/2022-01-17c.129.2,uk.org.publicwhip/debate/2022-01-17c.129.1.1,house-of-commons,204
uk.org.publicwhip/debate/2022-01-17c.133.2,uk.org.publicwhip/debate/2022-01-17c.133.1.1,house-of-commons,205
uk.org.publicwhip/debate/2022-01-17c.138.2,uk.org.publicwhip/debate/2022-01-17c.138.1.1,house-of-commons,206
uk.org.publicwhip/debate/2022-01-17c.163.1,uk.org.publicwhip/debate/2022-01-17c.161.2.1,house-of-commons,202
uk.org.publicwhip/debate/2022-01-19b.406.0,uk.org.publicwhip/debate/2022-01-19b.405.3.1,house-of-commons,69
uk.org.publicwhip/debate/2022-01-21a.615.2,uk.org.publicwhip/debate/2022-01-21a.615.1.2,house-of-commons,93
uk.org.publicwhip/debate/2022-01-24c.792.1,uk.org.publicwhip/debate/2022-01-24c.792.2.3,house-of-commons,26
uk.org.publicwhip/debate/2022-01-24c.807.1,uk.org.publicwhip/debate/2022-01-24c.794.4.1,house-of-commons,27
uk.org.publicwhip/debate/2022-01-25e.913.0,uk.org.publicwhip/debate/2022-01-25e.913.0,house-of-commons,144
uk.org.publicwhip/debate/2022-01-25e.917.0,uk.org.publicwhip/debate/2022-01-25e.916.1.1,house-of-commons,139
uk.org.publicwhip/debate/2022-01-25e.921.2,uk.org.publicwhip/debate/2022-01-25e.921.1.4,house-of-commons,140
uk.org.publicwhip/debate/2022-01-25e.949.3,uk.org.publicwhip/debate/2022-01-25e.949.2.1,house-of-commons,141
uk.org.publicwhip/debate/2022-01-25e.953.2,uk.org.publicwhip/debate/2022-01-25e.953.1.1,house-of-commons,142
uk.org.publicwhip/debate/2022-01-25e.957.2,uk.org.publicwhip/debate/2022-01-25e.957.1.1,house-of-commons,143
uk.org.publicwhip/debate/2022-01-25e.967.3,uk.org.publicwhip/debate/2022-01-25e.962.2.1,house-of-commons,138
uk.org.publicwhip/debate/2022-01-26b.1058.0,uk.org.publicwhip/debate/2022-01-26b.1058.0,house-of-commons,235
uk.org.publicwhip/debate/2022-01-26b.1061.0,uk.org.publicwhip/debate/2022-01-26b.1058.1.3,house-of-commons,234
uk.org.publicwhip/debate/2022-01-31c.93.0,uk.org.publicwhip/debate/2022-01-31c.92.2.3,house-of-commons,149
uk.org.publicwhip/debate/2022-02-01c.252.1,uk.org.publicwhip/debate/2022-02-01c.252.2.3,house-of-commons,244
uk.org.publicwhip/debate/2022-02-02d.375.4,uk.org.publicwhip/debate/2022-02-02d.375.3.1,house-of-commons,11
uk.org.publicwhip/debate/2022-02-02d.380.0,uk.org.publicwhip/debate/2022-02-02d.379.1.1,house-of-commons,12
uk.org.publicwhip/debate/2022-02-02d.384.2,uk.org.publicwhip/debate/2022-02-02d.384.1.1,house-of-commons,13
uk.org.publicwhip/debate/2022-02-02d.416.1,uk.org.publicwhip/debate/2022-02-02d.413.0.1,house-of-commons,10
uk.org.publicwhip/debate/2022-02-04b.575.2,uk.org.publicwhip/debate/2022-02-04b.575.1.2,house-of-commons,237
uk.org.publicwhip/debate/2022-02-07d.747.6,uk.org.publicwhip/debate/2022-02-07d.747.7.3,house-of-commons,48
uk.org.publicwhip/debate/2022-02-09b.1061.3,uk.org.publicwhip/debate/2022-02-09b.1061.2.1,house-of-commons,47
uk.org.publicwhip/debate/2022-02-21c.127.0,uk.org.publicwhip/debate/2022-02-21c.126.1.1,house-of-commons,21
uk.org.publicwhip/debate/2022-02-21c.130.2,uk.org.publicwhip/debate/2022-02-21c.130.1.1,house-of-commons,22
uk.org.publicwhip/debate/2022-02-21c.134.2,uk.org.publicwhip/debate/2022-02-21c.134.1.1,house-of-commons,23
uk.org.publicwhip/debate/2022-02-22b.236.2,uk.org.publicwhip/debate/2022-02-22b.204.4.1,house-of-commons,83
uk.org.publicwhip/debate/2022-02-22b.239.2,uk.org.publicwhip/debate/2022-02-22b.239.1.1,house-of-commons,84
uk.org.publicwhip/debate/2022-02-23a.423.2,uk.org.publicwhip/debate/2022-02-23a.423.3.3,house-of-commons,242
uk.org.publicwhip/debate/2022-02-25b.599.2,uk.org.publicwhip/debate/2022-02-25b.599.1.2,house-of-commons,137
uk.org.publicwhip/debate/2022-02-28a.786.0,uk.org.publicwhip/debate/2022-02-28a.785.1.8,house-of-commons,85
uk.org.publicwhip/debate/2022-02-28a.790.2,uk.org.publicwhip/debate/2022-02-28a.790.1.1,house-of-commons,86
uk.org.publicwhip/debate/2022-02-28a.794.2,uk.org.publicwhip/debate/2022-02-28a.794.1.1,house-of-commons,87
uk.org.publicwhip/debate/2022-02-28a.818.2,uk.org.publicwhip/debate/2022-02-28a.818.1.1,house-of-commons,88
