gid,speech_id,date,motion_title,motion_text,chamber,__index_level_0__
uk.org.publicwhip/debate/2024-04-24b.1047.1.1,uk.org.publicwhip/debate/2024-04-24b.1047.1,2024-04-24,New Clause 19: Renters (Reform) Bill,"New Clause 19 - Terms in standard securities relating to children or benefits status: Scotland
“(1) A term of a standard security over land that consists of or includes a dwelling is of no effect so far as the term makes provision (however expressed) requiring the debtor in the standard security to—
(a) prohibit a tenant under a relevant tenancy from having a child live with or visit the tenant at the dwelling, or
(b) restrict the circumstances in which a tenant under a relevant tenancy may have a child live with or visit the tenant at the dwelling.
(2) A term of a standard security over land that consists of or includes a dwelling is of no effect so far as the term makes provision (however expressed) requiring the debtor in the standard security to prohibit a benefits claimant from being a tenant under a relevant tenancy.”—(Jacob Young.)",house-of-commons,573
uk.org.publicwhip/debate/2024-04-24b.1048.1.1,uk.org.publicwhip/debate/2024-04-24b.1048.1,2024-04-24,New Clause 20: Renters (Reform) Bill,"New Clause 20 - Terms in insurance contracts relating to children or benefits status: Scotland
“(1) A term of a contract of insurance to which this section applies is of no effect so far as the term makes provision (however expressed) requiring the insured to—
(a) prohibit a tenant under a relevant tenancy from having a child live with or visit the tenant at the dwelling which forms the subject of the tenancy, or
(b) restrict the circumstances in which a tenant under a relevant tenancy may have a child live with or visit the tenant at the dwelling.
(2) A term of a contract of insurance to which this section applies is of no effect so far as the term makes provision (however expressed) requiring the insured to prohibit a benefits claimant from being a tenant under a relevant tenancy.
(3) This section applies to contracts of insurance which are entered into or whose duration is extended on or after the day on which this section comes into force.”—(Jacob Young.)",house-of-commons,574
uk.org.publicwhip/debate/2024-04-24b.1048.3.1,uk.org.publicwhip/debate/2024-04-24b.1048.3,2024-04-24,New Clause 21: Renters (Reform) Bill,"New Clause 21 - Power of the Scottish Ministers to extend protection to persons of other descriptions
“(1) The Scottish Ministers may by regulations make provision about relevant tenancies, corresponding (with or without modifications) to the provision made by this Chapter in relation to persons who would have a child live with or visit them or persons who are benefits claimants, in relation to persons of another description.
(2) Regulations under subsection (1)—
(a) may amend, repeal or revoke provision made by or under—
(i) an Act of the Scottish Parliament,
(ii) an Act (including this Act),
whenever passed or made;
(b) may only make provision which would be within the legislative competence of the Scottish Parliament if contained in an Act of that Parliament.”—(Jacob Young.)",house-of-commons,575
uk.org.publicwhip/debate/2024-04-24b.1048.5.1,uk.org.publicwhip/debate/2024-04-24b.1048.5,2024-04-24,New Clause 22: Renters (Reform) Bill,"New Clause 22 - Interpretation of Chapter 4A
“In this Chapter—
‘benefits claimant’ means a person who—
(a) is entitled to payments (including payments made directly to a landlord) under or by virtue of benefits and welfare legislation or would be so entitled were the person to become a tenant under a private residential tenancy, or
(b) is entitled, or would (on application or otherwise), if the person were to rent the property, be entitled, by virtue of section 80 of the Local Government Finance Act 1992, to a reduction in the amount of council tax payable in respect of the property on the basis of income or an entitlement to a payment mentioned in paragraph (a);
‘benefits and welfare legislation’ means—
(a) the Social Security Contributions and Benefits Act 1992;
(b) the Jobseekers Act 1995;
(c) the State Pension Credit Act 2002;
(d) the Tax Credits Act 2002;
(e) the Welfare Reform Act 2007;
(f) the Welfare Reform Act 2012;
(g) the Pensions Act 2014;
(h) the Social Security (Scotland) Act 2018 (asp 9);
‘child’ means a person under the age of 18;
‘relevant tenancy’ means—
(a) a private residential tenancy under the Private Housing (Tenancies) (Scotland) Act 2016 (asp 19);
(b) an assured tenancy under the Housing (Scotland) Act 1988;
(c) a protected or statutory tenancy under the Rent (Scotland) Act 1984;
‘tenant’ includes sub-tenant.”—(Jacob Young.)",house-of-commons,576
uk.org.publicwhip/debate/2024-04-24b.1049.1.1,uk.org.publicwhip/debate/2024-04-24b.1049.1,2024-04-24,New Clause 23: Renters (Reform) Bill,"New Clause 23 - Power of Scottish Ministers to make consequential provision
“(1) The Scottish Ministers may by regulations make provision that is consequential on Chapter 4A of Part 1 (see section 27 of the Interpretation and Legislative Reform (Scotland) Act 2010 (asp 10), as a result of which such regulations are to be made by Scottish statutory instrument).
(2) Regulations under this section may amend, repeal or revoke provision made by or under—
(a) an Act of the Scottish Parliament passed before this Act, or
(b) an Act passed—
(i) before this Act, or
(ii) later in the same session of Parliament as this Act.
(3) The power to make regulations under this section includes power to make—
(a) supplementary, incidental, transitional or saving provision;
(b) different provision for different purposes.
(4) The power under subsection (3)(a) to make transitional provision includes power to provide for the regulations to apply (with or without modifications) in relation to tenancies entered into, or advertising begun, before the date on which the regulations come into force.
(5) Regulations under this section may only make provision which would be within the legislative competence of the Scottish Parliament if contained in an Act of that Parliament.
(6) Regulations made under this section that amend or repeal provision made by an Act of the Scottish Parliament, or by an Act, are subject to the affirmative procedure (see section 29 of the Interpretation and Legislative Reform (Scotland) Act 2010 (asp 10)).
(7) Any other regulations made under this section are subject to the negative procedure (see section 28 of that Act).”—(Jacob Young.)",house-of-commons,577
uk.org.publicwhip/debate/2024-04-24b.1050.1.1,uk.org.publicwhip/debate/2024-04-24b.1050.1,2024-04-24,New Clause 24: Renters (Reform) Bill,"New Clause 24 - Power of Secretary of State to extend protection to persons of other descriptions: Scotland
“The Secretary of State may by regulations make provision that the Scottish Ministers could make under section (Power of the Scottish Ministers to extend protection to persons of other descriptions)(1) but for the limitation in section (Power of the Scottish Ministers to extend protection to persons of other descriptions)(2)(b).”—(Jacob Young.)",house-of-commons,578
uk.org.publicwhip/debate/2024-04-24b.1050.3.1,uk.org.publicwhip/debate/2024-04-24b.1050.3,2024-04-24,New Clause 25: Renters (Reform) Bill,"New Clause 25 - Landlord redress schemes: no Crown status
“A person exercising functions under a landlord redress scheme (other than the Secretary of State) is not to be regarded as the servant or agent of the Crown or as enjoying any status, privilege or immunity of the Crown or as exempt from any tax, duty, rate, levy or other charge whatsoever, whether general or local, and any property held by such a person is not to be regarded as property of, or held on behalf of, the Crown.”—(Jacob Young.)",house-of-commons,579
uk.org.publicwhip/debate/2024-04-24b.1050.5.1,uk.org.publicwhip/debate/2024-04-24b.1050.5,2024-04-24,New Clause 26: Renters (Reform) Bill,"New Clause 26 - Other amendments in connection with landlord redress schemes
“Schedule NS1 contains amendments connected with landlord redress schemes.”—(Jacob Young.)",house-of-commons,580
uk.org.publicwhip/debate/2024-04-24b.1050.7.1,uk.org.publicwhip/debate/2024-04-24b.1050.7,2024-04-24,New Clause 27: Renters (Reform) Bill,"New Clause 27 - Commencement
“(1) This Act comes into force for the purposes of making regulations on the day on which it is passed.
(2) For remaining purposes this Act comes into force on such day as the Secretary of State may by regulations made by statutory instrument appoint, subject to subsections (3) to (6).
(3) Chapter 4 of Part 1 comes into force on such day as the Welsh Ministers by order made by statutory instrument appoint.
(4) Chapter 4A of Part 1 comes into force on such day as the Scottish Ministers may by regulations appoint (see section 27 of the Interpretation and Legislative Reform (Scotland) Act 2010 (asp 10), as a result of which such regulations are to be made by Scottish statutory instrument).
(5) The following come into force at the end of the period of two months beginning with the day on which this Act is passed—
(a) Chapter 2 of Part 1;
(b) section 43;
(c) section 82;
(d) Chapter 3 of Part 4.
(6) Section 83 and this Part come into force on the day on which this Act is passed.
(7) Different days may be appointed under this section for different purposes.”—(Jacob Young.)",house-of-commons,581
uk.org.publicwhip/debate/2024-04-24b.1051.1.1,uk.org.publicwhip/debate/2024-04-24b.1051.1,2024-04-24,New Clause 28: Renters (Reform) Bill,"New Clause 28 - Application of Chapter 1 of Part 1
“(1) Chapter 1 of Part 1 applies (subject to any provision made by or under this Act)—
(a) in relation to an assured tenancy that is entered into on or after the day on which that Chapter comes into force (“the commencement date”), and
(b) on and after the extended application date, in relation to an assured tenancy that—
(i) was entered into before the commencement date, and
(ii) continues in effect on the extended application date,
(and accordingly, on the extended application date any such tenancy becomes an assured tenancy to which section 4A of the 1988 Act, as inserted by section 1 of this Act, applies).
(2) Schedule 5 contains transitional provision relating to the application of Chapter 1 of Part 1 to assured tenancies referred to in subsection (1)(b) (‘existing tenancies’).
(3) In paragraph (b) of subsection (1) ‘the extended application date’ means—
(a) in relation to an assured tenancy referred to in that paragraph that is converted to a periodic tenancy on or after the commencement date but before the date appointed under paragraph (b) of this subsection, the date on which it is so converted;
(b) in relation to another assured tenancy referred to in paragraph (b) of subsection (1), a date appointed by the Secretary of State by regulations.
(4) For the purposes of subsection (3)(a) an assured tenancy is ‘converted to a periodic tenancy’ if and when it becomes a periodic tenancy on the expiry of a fixed term.
(5) The Secretary of State may not make regulations under subsection (3)(b) until the assessment under section (Assessment of operation of possession process) has been published.
(6) For the purposes of the relevant provisions, a fixed term assured tenancy and a periodic tenancy that arises on its expiry by virtue of section 5 of the 1988 Act are to be treated as a single assured tenancy which—
(a) is entered into when the fixed term tenancy was entered into, and
(b) becomes a periodic tenancy on the expiry of the fixed term.
(7) In subsection (6), ‘the relevant provisions’ means—
(a) section 5 of the Protection from Eviction Act 1977 as amended by section (Notices to quit by tenants under assured tenancies: timing),
(b) Part 1 of the 1988 Act as amended by Chapter 1 of Part 1,
(c) subsections (1) to (5) of this section, and
(d) Schedule 5.
(8) The Secretary of State may by regulations amend this section to provide for subsection (6) to apply for the purposes of other provision made by or under an Act passed before or later in the same session as this Act.
(9) A statutory instrument containing regulations under subsection (8) (whether alone or with other provision) may not be made unless a draft of the instrument has been laid before and approved by a resolution of each House of Parliament.
(10) Regulations under this section may make different provision for different purposes.
(11) Regulations under this section are to be made by statutory instrument.
(12) Nothing in this section prevents regulations made under section (Commencement)(2) and (7) from appointing different days for the purposes of different descriptions of assured tenancy and, where they do so, the reference in subsection (1)(a) to the day on which Chapter 1 of Part 1 comes into force is to the day on which that Chapter comes into force for the purposes of the tenancy in question.
(13) Nothing in this section prevents regulations made under subsections (3)(b) and (10) from appointing different days for the purposes of different descriptions of assured tenancy and, where they do so, the reference in subsection (3)(b) to a date appointed by the Secretary of State in regulations is to a date so appointed for the purposes of the tenancy in question.”—(Jacob Young.)",house-of-commons,582
uk.org.publicwhip/debate/2024-04-24b.1052.1.1,uk.org.publicwhip/debate/2024-04-24b.1052.1,2024-04-24,New Clause 29: Renters (Reform) Bill,"New Clause 29 - Assured agricultural occupancies:  opting out etc
“(1) The 1988 Act is amended as follows.
(2) In section 24 (assured agricultural occupancies), after subsection (1) insert—
‘(1A) Subsection (1) has effect subject to section 24A(1) (opting out).’
(3) In subsection (2)(a) of that section omit “which is not an assured shorthold tenancy”.
(4) In subsection (3) of that section, for ‘shall be treated as if it were such a tenancy’ substitute ‘, and every opted-out tenancy, is to be treated as if it were an assured tenancy’.
(5) After that section insert—
‘24A Opting out
(1) A tenancy that would otherwise be an assured agricultural occupancy for the purposes of this Part is not such an occupancy for those purposes if—
(a) before the tenancy is entered into, an opt-out notice (see subsection (2)) is served by the person who is to be the landlord on the person who is to be the tenant, and
(b) the tenancy is not the continuation of an existing occupancy (see subsection (3)).
(2) An opt-out notice is a notice, in such form as may be prescribed, stating that the tenancy is not to be an assured agricultural occupancy.
(3) A tenancy is the continuation of an existing occupancy if—
(a) the person to whom the tenancy is granted or, as the case may be, at least one of the persons to whom it is granted was, immediately before it was granted, a tenant under an assured agricultural occupancy, and
(b) the person by whom it is granted or, as the case may be, at least one of the persons by whom it is granted was, immediately before it was granted, a landlord under the assured agricultural occupancy referred to in paragraph (a).
(4) In this Chapter “opted-out tenancy” means a tenancy that, but for this section, would be an assured agricultural occupancy.’
(6) In section 25 (security of tenure) omit subsection (1).” —(Jacob Young.)",house-of-commons,583
uk.org.publicwhip/debate/2024-04-24b.1053.1.1,uk.org.publicwhip/debate/2024-04-24b.1053.1,2024-04-24,New Clause 31: Renters (Reform) Bill,"New Clause 31 - Local Commissioners’ investigation of complaints by persons who are not tenants
“In section 26 of the Local Government Act 1974, at the end of subsection (8) insert ‘unless—
(a) the investigation is in respect of action described in paragraph 5A or 5B of that Schedule, and
(b) the person affected is not an individual of a description whom a scheme approved under Schedule 2 to the Housing Act 1996 (investigation of social housing complaints by housing ombudsman) provides may make a complaint under that scheme in respect of that action.’”—(Jacob Young.)",house-of-commons,584
uk.org.publicwhip/debate/2024-04-24b.1053.3.1,uk.org.publicwhip/debate/2024-04-24b.1053.3,2024-04-24,New Clause 32: Renters (Reform) Bill,"New Clause 32 - Unlicensed HMOs and houses: offences
“(1) Section 72 of the Housing Act 2004 (offences in relation to licensing of HMOs) is amended in accordance with subsections (2) to (4).
(2) For subsection (1) substitute—
“(1) If an HMO is required to be licensed under this Part (see section 61(1)) but is not so licensed, an offence is committed by—
(a) any person within subsection (1A), and
(b) any person who as landlord under a tenancy or licensor under a licence to occupy has an  estate or interest in, or a right in relation to, the HMO that is superior (whether directly or indirectly) to the estate, interest or right of any person within subsection (1A).
(1A) The following are within this subsection—
(a) any person having control of or managing the HMO, and
(b) any person who is the landlord or licensor in relation to a person occupying the HMO under a tenancy or licence.”
(3) After subsection (4) insert—
“(4A) In proceedings against a person for an offence under subsection (1)(a) it is a defence for them to prove that they had a reasonable excuse—
(a) for having control of or managing the HMO, or
(b) for being the landlord or licensor in relation to a person occupying the HMO under a tenancy or licence,
in circumstances in which the HMO was required to be licensed under this Part but was not so licensed.
(4B) In proceedings against a person for an offence under subsection (1)(b) it is a defence for them to prove that they—
(a) did not know, and had a reasonable excuse for not knowing, that the building or part of the building concerned was an HMO,
(b) took all reasonably practicable steps to ensure that the HMO was licensed under this Part, or
(c) had some other reasonable excuse for failing to ensure that the HMO was so licensed.”
(4) In subsection (5)—
(a) for “subsection (1), (2) or (3)” substitute “subsection (2) or (3)”, and
(b) omit paragraph (a) (together with the “or” at the end of it).
(5) Section 95 of the Housing Act 2004 (offences in relation to licensing of houses under Part 3) is amended in accordance with subsections (6) to (8).
(6) For subsection (1) substitute—
“(1) If a house is required to be licensed under this Part (see section 85(1)) but is not so licensed, an offence is committed by—
(a) any person within subsection (1A), and
(b) any person who as landlord under a tenancy or licensor under a licence to occupy has an estate or interest in, or a right in relation to, the house that is superior (whether directly or indirectly) to the estate, interest or right of any person within subsection (1A).
(1A) The following are within this subsection—
(a) any person having control of or managing the house;
(b) any person who is the landlord or licensor in relation to a person occupying the house under a tenancy or licence.”
(7) After subsection (3) insert—
“(3A) In proceedings against a person for an offence under subsection (1)(a) it is a defence for them to prove that they had a reasonable excuse—
(a) for having control of or managing the house, or
(b) for being the landlord or licensor in relation to a person occupying the house under a tenancy or licence,
in circumstances in which the house was required to be licensed under this Part but was not so licensed
(3B) In proceedings against a person for an offence under subsection (1)(b) it is a defence for them to prove that they—
(a) did not know, and had a reasonable excuse for not knowing, that the house was one to which this Part applies,
(b) took all reasonably practicable steps to ensure that the house was licensed under this Part, or
(c) had some other reasonable excuse for failing to ensure that the house was so licensed.”
(8) In subsection (4)—
(a) for “subsection (1) or (2)” substitute “subsection (2)”, and
(b) for the words following “excuse” substitute “for failing to comply with the condition”.”—(Jacob Young.)",house-of-commons,585
uk.org.publicwhip/debate/2024-04-24b.1055.1.1,uk.org.publicwhip/debate/2024-04-24b.1055.1,2024-04-24,New Clause 33: Renters (Reform) Bill,"New Clause 33 - Service of improvement notices on landlords and licensors
“In Schedule 1 to the Housing Act 2004 (procedure and appeals relating to improvement notices), in paragraph 2(2)—
(a) after “the notice” insert “on whichever of the following the authority considers ought to take the action specified in it”,
(b) in paragraphs (a) and (b), omit “on” in each place, and
(c) after paragraph (b) insert—
“(c) (in either case) if the premises or any part of them are let under a tenancy that is periodic or was granted for a term of 21 years or less, or are occupied under a licence—
(i) the landlord or licensor;
(ii) any superior landlord or licensor.””—(Jacob Young.)",house-of-commons,586
uk.org.publicwhip/debate/2024-04-24b.1055.3.1,uk.org.publicwhip/debate/2024-04-24b.1055.3,2024-04-24,New Clause 34: Renters (Reform) Bill,"New Clause 34 - Rent repayment orders:  liability of directors etc
“In the Housing and Planning Act 2016, after section 51 insert—
“51A Landlord which is body corporate: liability of directors etc
(1) This section applies where—
(a) a landlord which is a body corporate has committed an offence to which this Chapter applies, and
(b) the offence—
(i) was committed with the consent or connivance of a relevant person in relation to the body corporate, or of a person purporting to act in the capacity of a relevant person in relation to the body corporate, or
(ii) was a specified offence and was attributable to any neglect on the part of such a person.
(2) That person, as well as the body corporate, is treated for the purposes of this Chapter as having committed the offence.
(3) In this Chapter a reference to the landlord includes that person.
(4) In this section—
“relevant person” means—
(a) in relation to a body corporate other than one the affairs of which are managed by its members, a director, manager, secretary or other similar officer of the body;
(b) in relation to a body corporate the affairs of which are managed by its members, a member who exercises functions of management with respect to it;
“specified offence” means an offence under—
(a) section 1(2) of the Protection from Eviction Act 1977;
(b) section 30(1), 32(1), 72(1) or 95(1) of the Housing Act 2004;
(c) section 21 of this Act;
(d) section 48(1), (2) or (3) or 69(2), (3) or (4) of the Renters (Reform) Act 2024.”.”—(Jacob Young.)",house-of-commons,587
uk.org.publicwhip/debate/2024-04-24b.1056.1.1,uk.org.publicwhip/debate/2024-04-24b.1056.1,2024-04-24,New Clause 35: Renters (Reform) Bill,"New Clause 35 - Report on certain matters relating to tenancy reform
“(1) The Secretary of State must make arrangements for an independent person to prepare a report on—
(a) the impact of section 1 on the provision of relevant tenancies;
(b) the extent to which the grounds in Schedule 2 to the 1988 Act as amended by this Act—
(i) operate effectively;
(ii) are comprehensive;
(iii) are fair.
(2) The Secretary of State must, within the period of 18 months beginning with the relevant date, lay before both Houses of Parliament—
(a) a copy of the report, and
(b) a statement setting out the Secretary of State’s response to the report.
(3) Nothing in subsection (1) prevents the Secretary of State from arranging for the independent person to include in the report matters additional to those mentioned in that subsection.
(4) In this section—
“relevant date” means the earliest date appointed by the Secretary of State under section (Application of Chapter 1 of Part 1)(3)(b);
“relevant tenancy” means an assured tenancy within the meaning of the 1988 Act other than a tenancy of social housing within the meaning of Part 2 of the Housing and Regeneration Act 2008.”—(Jacob Young.)",house-of-commons,588
uk.org.publicwhip/debate/2024-04-24b.1057.1.1,uk.org.publicwhip/debate/2024-04-24b.1057.1,2024-04-24,New Clause 36: Renters (Reform) Bill,"New Clause 36 - Report on provision of residential tenancies
“(1) The Secretary of State must prepare and lay before both Houses of Parliament a report containing an analysis of statistical data relating to the provision of residential tenancies.
(2) A report must be prepared and laid under subsection (1)—
(a) within the period of 12 months beginning with the day on which this Act is passed, and
(b) within each subsequent period of 12 months.
(3) The data analysed in a report may include (but is not limited to) data about—
(a) the number of dwellings let under residential tenancies;
(b) the location of those dwellings;
(c) the size of those dwellings.
(4) The data analysed in a report may be data that—
(a) is estimated;
(b) comprises data relating to the provision of residential tenancies and other data.
(5) Subject to subsections (6) and (7), in this section “dwelling” and “residential tenancy” have the meaning given by section 44 on the day on which this Act is passed.
(6) Where regulations under section 44(4)(b) are made adding a particular kind of tenancy or licence to the meaning of “residential tenancy” in Part 2—
(a) a report under subsection (1) may also contain an analysis of statistical data relating to tenancies or licences of that kind, and
(b) where a report does so, subsections (3) and (4) are to be read as if “residential tenancy” in this section included tenancies or licences of that kind.
(7) Where regulations under section 44(4)(c) are made expanding the meaning of “dwelling” in Part 2—
(a) a report under subsection (1) may also contain an analysis of statistical data relating to dwellings within the expanded meaning given by those regulations, and
(b) where a report does so, subsections (3) and (4) are to be read as if “dwelling” in this section included such dwellings.
(8) This section ceases to have effect at the end of the period of five years beginning with the day on which this Act is passed.” —(Jacob Young.)",house-of-commons,589
uk.org.publicwhip/debate/2024-04-24b.1075.3.3,uk.org.publicwhip/debate/2024-04-24b.1075.3,2024-04-24,Clause 116 - Commencement and application,"Amendment proposed: 28, page 111, line 19, at end insert
“, save that section 2(b) comes into force on the day on which this Act is passed only to the extent that it repeals section 21 of the Housing Act 1988; such repeal will not affect the validity of any notices served under that provision on or before the day on which this Act is passed and the provisions of that section will continue to apply to any claims issued in respect of such a notice”.—(Matthew Pennycook.)",house-of-commons,118
uk.org.publicwhip/debate/2024-04-24b.1093.0.1,uk.org.publicwhip/debate/2024-04-24b.1093.0,2024-04-24,Third Reading: Renters (Reform) Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,567
uk.org.publicwhip/debate/2024-04-24b.1099.2.1,uk.org.publicwhip/debate/2024-04-24b.1099.2,2024-04-24,Approve: Terrorism Act 2000 (Proscribed Organisations) (Amendment) (No. 2) Order 2024,"I beg to move,
That the draft Terrorism Act 2000 (Proscribed Organisations) (Amendment) (No. 2) Order 2024, which was laid before this House on 22 April, be approved.",house-of-commons,591
uk.org.publicwhip/debate/2024-04-24b.1105.0.2,uk.org.publicwhip/debate/2024-04-24b.1105.0,2024-04-24,Disapply Standing Order 41A,"Motion made, and Question put forthwith (Standing Order No. 41A(3)),
That, at this day’s sitting, Standing Order No. 41A (Deferred divisions) shall not apply to the Motion in the name of Secretary James Cleverly relating to Prevention and Suppression of Terrorism.—(Aaron Bell.)",house-of-commons,590
uk.org.publicwhip/debate/2024-04-24b.1106.2.1,uk.org.publicwhip/debate/2024-04-24b.1106.2,2024-04-24,"Approve: Criminal Justice Act 1988 (Offensive Weapons) (Amendment, Surrender and Compensation) Order 2024","Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Criminal Justice Act 1988 (Offensive Weapons) (Amendment, Surrender and Compensation) Order 2024, which was laid before this House on 25 January, be approved.—(Aaron Bell.)",house-of-commons,592
uk.org.publicwhip/debate/2024-04-24b.1106.4.3,uk.org.publicwhip/debate/2024-04-24b.1106.4,2024-04-24,Approve: Veterinary Medicines (Amendment etc.) Regulations 2024,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Veterinary Medicines (Amendment etc.) Regulations 2024, which were laid before this House on 4 March, be approved.—(Aaron Bell.)",house-of-commons,593
uk.org.publicwhip/debate/2024-04-24b.1108.1.1,uk.org.publicwhip/debate/2024-04-24b.1108.1,2024-04-24,Adjournment Debate: Access to Banking: Devon,"Motion made, and Question proposed, That this House do now adjourn.—(Aaron Bell.)",house-of-commons,594
uk.org.publicwhip/debate/2024-04-24b.1114.2.1,uk.org.publicwhip/debate/2024-04-24b.1114.2,2024-04-24,Deferred Division: Regulatory Reform,"That the draft Economic Growth (Regulatory Functions) (Amendment) Order 2024, which was laid before this House on 6 March, be approved.",house-of-commons,119
uk.org.publicwhip/debate/2024-04-24b.961.2.1,uk.org.publicwhip/debate/2024-04-24b.961.2,2024-04-24,Leave for Bill: Heritage Public Houses,"I beg to move,
That leave be given to bring in a Bill to require local authorities to maintain a register of heritage public houses in their area and to make provision in connection with the compilation and maintenance of such registers; to make provision relating to planning applications in respect of public houses on such a register; to place restrictions on the sale of heritage public houses; to make provision relating to the nomination of heritage public houses as assets of community value; to make provision about the listing of heritage public houses; and for connected purposes.",house-of-commons,566
uk.org.publicwhip/debate/2024-04-24b.964.4.1,uk.org.publicwhip/debate/2024-04-24b.964.4,2024-04-24,Second Reading: Renters (Reform) Bill,"I beg to move, That the clause be read a Second time.",house-of-commons,116
uk.org.publicwhip/debate/2024-04-25b.1172.2.1,uk.org.publicwhip/debate/2024-04-25b.1172.2,2024-04-25,Lesbian Visibility Week,"I beg to move,
That this House has considered the importance of Lesbian Visibility Week; and believes LGBTQIA women and non-binary people should be recognised for the work they do and the joy they bring.",house-of-commons,285
uk.org.publicwhip/debate/2024-04-25b.1189.1.1,uk.org.publicwhip/debate/2024-04-25b.1189.1,2024-04-25,Buckland Review of Autism Employment,"I beg to move,
That this House has considered the recommendations of the Buckland Review into Autism and Employment; and urges the Government, businesses and the wider economy to implement them.",house-of-commons,286
uk.org.publicwhip/debate/2024-04-25b.1208.1.1,uk.org.publicwhip/debate/2024-04-25b.1208.1,2024-04-25,Adjournment Debate: Single-use Plastics,"Motion made, and Question proposed, That this House do now adjourn.—(Mr Mohindra.)",house-of-commons,287
uk.org.publicwhip/debate/2024-04-26a.1217.4.1,uk.org.publicwhip/debate/2024-04-26a.1217.4,2024-04-26,Third Reading: Commonwealth Parliamentary Association and International Committee of the Red Cross (Status) Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,214
uk.org.publicwhip/debate/2024-04-26a.1239.2.1,uk.org.publicwhip/debate/2024-04-26a.1239.2,2024-04-26,"Third Reading: High Streets (Designation, Review and Improvement Plan) Bill","I beg to move, That the Bill be now read the Third time.",house-of-commons,215
uk.org.publicwhip/debate/2024-04-26a.1264.2.1,uk.org.publicwhip/debate/2024-04-26a.1264.2,2024-04-26,Third Reading: Paternity Leave (Bereavement) Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,216
uk.org.publicwhip/debate/2024-04-26a.1275.2.1,uk.org.publicwhip/debate/2024-04-26a.1275.2,2024-04-26,Third Reading: British Nationality (Irish Citizens) Bill,"I beg to move, That the Bill be now read the Third time.",house-of-commons,217
uk.org.publicwhip/debate/2024-04-26a.1294.1.1,uk.org.publicwhip/debate/2024-04-26a.1294.1,2024-04-26,Adjournment Debate: Proposed Hospital: North Hampshire,"Motion made, and Question proposed, That this House do now adjourn.—(Rebecca Harris.)",house-of-commons,218
uk.org.publicwhip/debate/2024-04-29a.106.3.17,uk.org.publicwhip/debate/2024-04-29a.106.3,2024-04-29,Amendment 28: Post Office (Horizon System)  Offences Bill,"Amendment 28, page 1, line 12, at end insert
“in England and Wales or in Northern Ireland.”—(Kevin Hollinrake.)",house-of-commons,239
uk.org.publicwhip/debate/2024-04-29a.110.5.1,uk.org.publicwhip/debate/2024-04-29a.110.5,2024-04-29,New Clause 2: Post Office (Horizon System)  Offences Bill,"New Clause 2 - Deletion of cautions for relevant offences: Northern Ireland
“(1) If it appears to the Department of Justice in Northern Ireland (“the Department”) that a person has before the coming into force of this Act been cautioned in Northern Ireland for a relevant offence, the Department must direct the Chief Constable to delete details, contained in relevant criminal records, of the caution.
(2) As soon as is reasonably practicable after receiving a direction under subsection (1), the Chief Constable must delete the details of the caution.
(3) Where the Department gives a direction under subsection (1) in relation to a person’s caution, the Department—
(a) must take all reasonable steps to notify the person, or, if the person is no longer alive, the person’s personal representatives, that the direction has been given, or
(b) if it is not reasonably practicable to give a notification under paragraph (a), must take all reasonable steps to—
(i) identify some other person whom the Department considers it is appropriate to notify, and
(ii) notify that person that the direction has been given.
(4) For the purposes of this section, the Department must, in particular, consider any representations made to it which claim that a person has been cautioned in Northern Ireland for a relevant offence, whether or not made by that person.
(5) In this section—
“the Chief Constable” means the Chief Constable of the Police Service of Northern Ireland;
“the Northern Ireland criminal records database” means the names database maintained by the Department for the purpose of recording convictions and cautions;
“relevant criminal records” means—
(a) the Northern Ireland criminal records database, and
(b) the UK criminal records database;
“the UK criminal records database” means the names database held by the Secretary of State for the use of constables.”—(Kevin Hollinrake.)",house-of-commons,240
