gid,speech_id,date,motion_title,motion_text,chamber,__index_level_0__
uk.org.publicwhip/debate/2019-03-11c.154.10.3,uk.org.publicwhip/debate/2019-03-11c.154.10,2019-03-11,Approve: Public Procurement (Electronic Invoices etc.) Regulations 2019,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Public Procurement (Electronic Invoices etc.) Regulations 2019, which were laid before this House on 31 January, be approved.—(Andrew Stephenson.)",house-of-commons,242
uk.org.publicwhip/debate/2019-03-11c.154.2.1,uk.org.publicwhip/debate/2019-03-11c.154.2,2019-03-11,DELEGATED LEGISLATION,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Financial Services (Gibraltar) (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 22 January, be approved.—(Andrew Stephenson.)",house-of-commons,239
uk.org.publicwhip/debate/2019-03-11c.154.4.3,uk.org.publicwhip/debate/2019-03-11c.154.4,2019-03-11,DELEGATED LEGISLATION: Exiting the European Union (Financial Services),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Gibraltar (Miscellaneous Amendments) (EU Exit) Regulations 2019, which were laid before this House on 7 February, be approved.—(Andrew Stephenson.)",house-of-commons,240
uk.org.publicwhip/debate/2019-03-11c.154.6.3,uk.org.publicwhip/debate/2019-03-11c.154.6,2019-03-11,DELEGATED LEGISLATION: Exiting the European Union (Financial Services),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Human Medicines (Amendment etc.) (EU Exit) Regulations 2019, which were laid before this House on 23 January, be approved.—(Andrew Stephenson.)",house-of-commons,241
uk.org.publicwhip/debate/2019-03-11c.154.8.3,uk.org.publicwhip/debate/2019-03-11c.154.8,2019-03-11,DELEGATED LEGISLATION: Exiting the European Union (Medicines),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Medical Devices (Amendment etc.) (EU Exit) Regulations 2019, which were laid before this House on 24 January, be approved.—(Andrew Stephenson.)",house-of-commons,238
uk.org.publicwhip/debate/2019-03-11c.155.15.1,uk.org.publicwhip/debate/2019-03-11c.155.15,2019-03-11,Adjournment Debate: COMMITTEES,"Ordered,
That Liz Saville Roberts be discharged from the Welsh Affairs Committee and Jonathan Edwards be added.—(Bill Wiggin, on behalf of the Selection Committee.)
Motion made, and Question proposed, That this House do now adjourn.—(Andrew Stephenson.)",house-of-commons,243
uk.org.publicwhip/debate/2019-03-11c.91.2.1,uk.org.publicwhip/debate/2019-03-11c.91.2,2019-03-11,Third Reading: CHILDREN ACT 1989 (AMENDMENT) (FEMALE GENITAL MUTILATION) BILL [LORDS],"I beg to move, That the Bill be now read the Third time.",house-of-commons,237
uk.org.publicwhip/debate/2019-03-12c.204.2.1,uk.org.publicwhip/debate/2019-03-12c.204.2,2019-03-12,Leave for Bill: ELECTION EXPENSES (AUTHORISATION OF FREE OR DISCOUNTED SUPPORT),"I beg to move,
That leave be given to bring in a Bill to amend the Representation of the People Act 1983 to provide that election expenses relating to property, goods, services or facilities provided free of charge or at a discount are incurred only if authorised by the candidate or the candidate’s election agent; and for connected purposes.",house-of-commons,301
uk.org.publicwhip/debate/2019-03-12c.207.0.1,uk.org.publicwhip/debate/2019-03-12c.207.0,2019-03-12,BUSINESS OF THE HOUSE (TODAY),"Motion made, and Question proposed,
That, at this day’s sitting, the Speaker shall put the questions necessary to dispose of proceedings on the motion in the name of the Prime Minister tabled under section 13(1)(b) of the European Union (Withdrawal) Act 2018 not later than 7.00pm; such questions shall include the questions on any amendments selected by the Speaker which may then be moved; the questions may be put after the moment of interruption; and Standing Order No. 16 (Proceedings under an Act or on European Union documents) and Standing Order No. 41A (Deferred divisions) shall not apply.—(Iain Stewart.)",house-of-commons,302
uk.org.publicwhip/debate/2019-03-12c.290.6.5,uk.org.publicwhip/debate/2019-03-12c.290.6,2019-03-12,BUSINESS OF THE HOUSE (TODAY): European Union (Withdrawal) Act,"Question put,
The House proceeded to a Division.",house-of-commons,24
uk.org.publicwhip/debate/2019-03-12c.310.10.3,uk.org.publicwhip/debate/2019-03-12c.310.10,2019-03-12,Approve: Agency Workers (Amendment) Regulations 2019,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Agency Workers (Amendment) Regulations 2019, which was laid before this House on 17 December 2018, be approved.—(Michelle Donelan.)",house-of-commons,305
uk.org.publicwhip/debate/2019-03-12c.310.6.2,uk.org.publicwhip/debate/2019-03-12c.310.6,2019-03-12,DELEGATED LEGISLATION,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Conservation of Habitats and Species (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 28 January, be approved.—(Michelle Donelan.)",house-of-commons,304
uk.org.publicwhip/debate/2019-03-12c.310.8.3,uk.org.publicwhip/debate/2019-03-12c.310.8,2019-03-12,Approve: Employment Rights (Miscellaneous Amendments) Regulations 2019,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Employment Rights (Miscellaneous Amendments) Regulations 2019, which was laid before this House on 17 December 2018, be approved.—(Michelle Donelan.)",house-of-commons,303
uk.org.publicwhip/debate/2019-03-12c.311.1.3,uk.org.publicwhip/debate/2019-03-12c.311.1,2019-03-12,Approve: Employment Businesses (Amendment) Regulations 2019,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Conduct of Employment Agencies and Employment Businesses (Amendment) Regulations 2019, which were laid before this House on 28 January, be approved.—(Michelle Donelan.)",house-of-commons,307
uk.org.publicwhip/debate/2019-03-12c.311.11.3,uk.org.publicwhip/debate/2019-03-12c.311.11,2019-03-12,DELEGATED LEGISLATION: Exiting the European Union (Immigration),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Investment Exchanges, Clearing Houses and Central Securities Depositories (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 17 January, be approved.—(Michelle Donelan.)",house-of-commons,306
uk.org.publicwhip/debate/2019-03-12c.311.3.3,uk.org.publicwhip/debate/2019-03-12c.311.3,2019-03-12,DELEGATED LEGISLATION: Employment Agencies,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Mortgage Credit (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 19 December 2018, be approved.—(Michelle Donelan.)",house-of-commons,308
uk.org.publicwhip/debate/2019-03-12c.311.5.3,uk.org.publicwhip/debate/2019-03-12c.311.5,2019-03-12,DELEGATED LEGISLATION: Exiting the European Union (Financial Services and Markets),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Financial Services (Distance Marketing) (Amendment and Savings Provisions) (EU Exit) Regulations 2019, which were laid before this House on 28 January, be approved.—(Michelle Donelan.)",house-of-commons,309
uk.org.publicwhip/debate/2019-03-12c.311.7.3,uk.org.publicwhip/debate/2019-03-12c.311.7,2019-03-12,DELEGATED LEGISLATION: Exiting the European Union (Financial Services and Markets),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Licensing of Operators and International Road Haulage (Amendment etc.) (EU Exit) Regulations 2019, which were laid before this House on 6 February, be approved.—(Michelle Donelan.)",house-of-commons,310
uk.org.publicwhip/debate/2019-03-12c.316.0.1,uk.org.publicwhip/debate/2019-03-12c.316.0,2019-03-12,"Adjournment Debate: PETITION - CHICKEN FARM, RUSHDEN, NORTHAMPTONSHIRE","Motion made, and Question proposed, That this House do now adjourn.—(Michelle Donelan.)",house-of-commons,311
uk.org.publicwhip/debate/2019-03-13b.380.1.1,uk.org.publicwhip/debate/2019-03-13b.380.1,2019-03-13,Leave for Bill: POINT OF ORDER,"I beg to move,
That leave be given to bring in a Bill to establish a single custodial tenancy deposit scheme; to provide for that scheme to invest deposits; to require interest on such investments to be used for the provision of tenant advocacy, tenant support and arbitration services; to establish a mandatory arbitration service for the resolution of disputes between landlords and tenants; and for connected purposes.",house-of-commons,464
uk.org.publicwhip/debate/2019-03-13b.450.3.3,uk.org.publicwhip/debate/2019-03-13b.450.3,2019-03-13,Amendment: UK’S WITHDRAWAL FROM THE  EUROPEAN UNION,"Amendment proposed: (a) Line 1, leave out from “House” to end and add
“rejects the United Kingdom leaving the European Union without a Withdrawal Agreement and a Framework for the Future Relationship.”.—(Yvette Cooper.)",house-of-commons,80
uk.org.publicwhip/debate/2019-03-13b.450.5.2,uk.org.publicwhip/debate/2019-03-13b.450.5,2019-03-13,Amendment: UK’S WITHDRAWAL FROM THE  EUROPEAN UNION,"Amendment proposed: (f), at end, add:
“; notes the steps taken by the Government, the EU and its Member States to minimise any disruption that may occur should the UK leave the EU without an agreed Withdrawal Agreement and proposes that the Government should build on this work as follows:
1. That the Government should publish the UK’s Day One Tariff Schedules immediately;
2. To allow businesses to prepare for the operation of those tariffs, that the Government should seek an extension of the Article 50 process to 10.59pm on 22 May 2019, at which point the UK would leave the EU;
3. Thereafter, in a spirit of co-operation and in order to begin discussions on the Future Relationship, the Government should offer a further set of mutual standstill agreements with the EU and Member States for an agreed period ending no later than 30 December 2021, during which period the UK would pay an agreed sum equivalent to its net EU contributions and satisfy its other public international law obligations; and
4. The Government should unilaterally guarantee the rights of EU citizens resident in the UK.”. —(Damian Green.)",house-of-commons,81
uk.org.publicwhip/debate/2019-03-13b.459.1.2,uk.org.publicwhip/debate/2019-03-13b.459.1,2019-03-13,UK’S WITHDRAWAL FROM THE  EUROPEAN UNION,"Resolved,
That this House rejects the United Kingdom leaving the European Union without a Withdrawal Agreement and a Framework for the Future Relationship.",house-of-commons,82
uk.org.publicwhip/debate/2019-03-13b.480.12.1,uk.org.publicwhip/debate/2019-03-13b.480.12,2019-03-13,Approve: Uncertificated Securities (Amendment and EU Exit) Regulations 2019,"That the draft Uncertificated Securities (Amendment and EU Exit) Regulations 2019, which were laid before this House on 17 January, be approved.—(Andrew Griffiths.)",house-of-commons,465
uk.org.publicwhip/debate/2019-03-13b.480.3.1,uk.org.publicwhip/debate/2019-03-13b.480.3,2019-03-13,DELEGATED LEGISLATION,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Veterinary Medicines and Animals and Animal Products (Examination of Residues and Maximum Residue Limits) (Amendment etc.) (EU Exit) Regulations 2019, which were laid before this House on 10 January, be approved.—(Andrew Griffiths.)",house-of-commons,466
uk.org.publicwhip/debate/2019-03-13b.482.0.1,uk.org.publicwhip/debate/2019-03-13b.482.0,2019-03-13,Adjournment Debate: PETITION - CLOSURE OF MIDDLETON CROWN POST OFFICE,"Motion made, and Question proposed, That this House do now adjourn.—(Andrew Griffiths.)",house-of-commons,467
uk.org.publicwhip/debate/2019-03-13b.491.2.1,uk.org.publicwhip/debate/2019-03-13b.491.2,2019-03-13,DEFERRED DIVISIONS: Exiting the European Union  (Environmental Protection),"That the draft Waste (Miscellaneous Amendments) (EU Exit) Regulations 2019, which were laid before this House on 18 February, be approved.",house-of-commons,83
uk.org.publicwhip/debate/2019-03-13b.495.1.1,uk.org.publicwhip/debate/2019-03-13b.495.1,2019-03-13,DEFERRED DIVISIONS: Exiting the European Union (Immigration),"That the draft Immigration (European Economic Area Nationals) (EU Exit) Order 2019, which was laid before this House on 11 February, be approved.",house-of-commons,84
uk.org.publicwhip/debate/2019-03-14c.558.2.1,uk.org.publicwhip/debate/2019-03-14c.558.2,2019-03-14,BUSINESS OF THE HOUSE (TODAY): UK’s Withdrawal from the European Union,"I beg to move,
That this House:
(1) notes the resolutions of the House of 12 and 13 March, and accordingly agrees that the Government will seek to agree with the European Union an extension of the period specified in Article 50(3);
(2) agrees that, if the House has passed a resolution approving the negotiated withdrawal agreement and the framework for the future relationship for the purposes of section 13(1)(b) of the European Union (Withdrawal) Act 2018 by 20 March 2019, then the Government will seek to agree with the European Union a one-off extension of the period specified in Article 50(3) for a period ending on 30 June 2019 for the purpose of passing the necessary EU exit legislation; and
(3) notes that, if the House has not passed a resolution approving the negotiated withdrawal agreement and the framework for the future relationship for the purposes of section 13(1)(b) of the European Union (Withdrawal) Act 2018 by 20 March 2019, then it is highly likely that the European Council at its meeting the following day would require a clear purpose for any extension, not least to determine its length, and that any extension beyond 30 June 2019 would require the United Kingdom to hold European Parliament elections in May 2019.",house-of-commons,662
uk.org.publicwhip/debate/2019-03-14c.628.1.8,uk.org.publicwhip/debate/2019-03-14c.628.1,2019-03-14,Amendment: BUSINESS OF THE HOUSE (TODAY): UK’s Withdrawal from the European Union,"Amendment proposed: (h), to leave out from first “House” to end and add
“instructs the Prime Minister to request an extension to the Article 50 period at the European Council in March 2019 sufficient for the purposes of legislating for and conducting a public vote in which the people of the United Kingdom may give their consent for either leaving the European Union on terms to be determined by Parliament or retaining the United Kingdom’s membership of the European Union.”.—(Dr Wollaston.)",house-of-commons,158
uk.org.publicwhip/debate/2019-03-14c.632.1.2,uk.org.publicwhip/debate/2019-03-14c.632.1,2019-03-14,BUSINESS OF THE HOUSE (TODAY): UK’s Withdrawal from the European Union,"Question put, That amendment (i) be made.
The House divided:
Ayes 312, Noes 314.",house-of-commons,157
uk.org.publicwhip/debate/2019-03-14c.637.1.2,uk.org.publicwhip/debate/2019-03-14c.637.1,2019-03-14,Amendment: BUSINESS OF THE HOUSE (TODAY): UK’s Withdrawal from the European Union,"Amendment proposed: (e), leave out paragraphs (2) and (3) and add:
“(2) notes that this House has decisively rejected the Withdrawal Agreement and Framework for the Future Relationship laid before the House and the proposition that the UK should leave the European Union without a Withdrawal Agreement and a Framework for the Future Relationship; and
(3) therefore instructs the Prime Minister to seek an extension to Article 50 in order to avoid exiting the EU on 29 March without a ratified Withdrawal Agreement and a Framework for the Future Relationship; and to provide parliamentary time for this House to find a majority for a different approach.”.—(Jeremy Corbyn.)",house-of-commons,160
uk.org.publicwhip/debate/2019-03-14c.646.4.2,uk.org.publicwhip/debate/2019-03-14c.646.4,2019-03-14,BUSINESS OF THE HOUSE (TODAY): UK’s Withdrawal from the European Union,"Resolved,
That this House:
(1) notes the resolutions of the House of 12 and 13 March, and accordingly agrees that the Government will seek to agree with the European Union an extension of the period specified in Article 50(3);
(2) agrees that, if the House has passed a resolution approving the negotiated withdrawal agreement and the framework for the future relationship for the purposes of section 13(1)(b) of the European Union (Withdrawal) Act 2018 by 20 March 2019, then the Government will seek to agree with the European Union a one-off extension of the period specified in Article 50(3) for a period ending on 30 June 2019 for the purpose of passing the necessary EU exit legislation; and
(3) notes that, if the House has not passed a resolution approving the negotiated withdrawal agreement and the framework for the future relationship for the purposes of section 13(1)(b) of the European Union (Withdrawal) Act 2018 by 20 March 2019, then it is highly likely that the European Council at its meeting the following day would require a clear purpose for any extension, not least to determine its length, and that any extension beyond 30 June 2019 would require the United Kingdom to hold European Parliament elections in May 2019.",house-of-commons,159
uk.org.publicwhip/debate/2019-03-14c.655.0.1,uk.org.publicwhip/debate/2019-03-14c.655.0,2019-03-14,Adjournment Debate: BUSINESS OF THE HOUSE (TODAY),"Motion made, and Question proposed, That this House do now adjourn.—(Stuart Andrew.)",house-of-commons,161
uk.org.publicwhip/debate/2019-03-15a.694.1.1,uk.org.publicwhip/debate/2019-03-15a.694.1,2019-03-15,Third Reading: HOLOCAUST (RETURN OF CULTURAL OBJECTS) (AMENDMENT) BILL,"I beg to move, That the Bill be now read the Third time.",house-of-commons,508
uk.org.publicwhip/debate/2019-03-15a.712.1.1,uk.org.publicwhip/debate/2019-03-15a.712.1,2019-03-15,Third Reading: RIVERS AUTHORITIES AND LAND  DRAINAGE BILL,"I beg to move, that the Bill be now read the Third time.",house-of-commons,509
uk.org.publicwhip/debate/2019-03-15a.743.0.1,uk.org.publicwhip/debate/2019-03-15a.743.0,2019-03-15,Adjournment Debate: FORENSIC SCIENCE REGULATOR BILL,"Motion made, and Question proposed, That this House do now adjourn.—(Rebecca Harris.)",house-of-commons,510
uk.org.publicwhip/debate/2019-03-18c.845.0.1,uk.org.publicwhip/debate/2019-03-18c.845.0,2019-03-18,BUSINESS OF THE HOUSE (TODAY): Human Medicines (Amendment) Regulations,"I beg to move,
That the Human Medicines (Amendment) Regulations 2019 (S.I., 2019, No. 62), dated 14 January 2019, a copy of which was laid before this House on 18 January, be revoked.",house-of-commons,132
uk.org.publicwhip/debate/2019-03-18c.898.3.1,uk.org.publicwhip/debate/2019-03-18c.898.3,2019-03-18,DELEGATED LEGISLATION: Exiting the European Union (Family Law),"That the draft Jurisdiction and Judgments (Family) (Amendment etc.) (EU Exit) (No. 2) Regulations 2019, which were laid before this House on 14 February, be approved.—(Jeremy Quin.)",house-of-commons,613
uk.org.publicwhip/debate/2019-03-18c.899.0.1,uk.org.publicwhip/debate/2019-03-18c.899.0,2019-03-18,Adjournment Debate: INTERNATIONAL TRADE COMMITTEE,"Motion made, and Question proposed, That this House do now adjourn.—(Jeremy Quin.)",house-of-commons,614
uk.org.publicwhip/debate/2019-03-19a.1012.1.2,uk.org.publicwhip/debate/2019-03-19a.1012.1,2019-03-19,EXITING THE EUROPEAN UNION (AGRICULTURE): Foreign Affairs Committee,"Resolved,
That Ian Austin and Mike Gapes be discharged from the Foreign Affairs Committee and Conor McGinn and Catherine West be added.",house-of-commons,166
uk.org.publicwhip/debate/2019-03-19a.959.2.1,uk.org.publicwhip/debate/2019-03-19a.959.2,2019-03-19,Leave for Bill: FRACKING (SEISMIC ACTIVITY),"I beg to move,
That leave be given to bring in a Bill to require fracking operators to monitor seismic activity caused by fracking and take steps if such activity exceeds certain levels; and for connected purposes.",house-of-commons,665
uk.org.publicwhip/debate/2019-03-19a.962.1.1,uk.org.publicwhip/debate/2019-03-19a.962.1,2019-03-19,EXITING THE EUROPEAN UNION  (FOOD AND AGRICULTURE),"I beg to move,
That the draft Materials and Articles in Contact with Food (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 5 February, be approved.",house-of-commons,666
uk.org.publicwhip/debate/2019-03-20b.1090.1.1,uk.org.publicwhip/debate/2019-03-20b.1090.1,2019-03-20,Leave for Bill: DESTITUTION DOMESTIC VIOLENCE CONCESSION (ELIGIBILITY),"I beg to move,
That leave be given to bring in a Bill to require the Secretary of State to report on extending eligibility for the destitution domestic violence concession to European Economic Area nationals and persons other than those granted immigration entry clearance as a partner; and for connected purposes.",house-of-commons,487
uk.org.publicwhip/debate/2019-03-20b.1093.1.1,uk.org.publicwhip/debate/2019-03-20b.1093.1,2019-03-20,DESTITUTION DOMESTIC VIOLENCE CONCESSION (ELIGIBILITY): Article 50 Extension,"I beg to move,
That this House has considered the matter of the length and purpose of the extension of the Article 50 process requested by the Government.",house-of-commons,488
uk.org.publicwhip/debate/2019-03-20b.1142.3.1,uk.org.publicwhip/debate/2019-03-20b.1142.3,2019-03-20,RATING AND VALUATION,"Motion made, and Question put,
That the draft Non-Domestic Rating (Rates Retention and Levy and Safety Net) (Amendment) and (Levy Account: Basis of Distribution) Regulations 2019, which were laid before this House on 21 February, be approved.—(Jeremy Quin.)",house-of-commons,86
uk.org.publicwhip/debate/2019-03-20b.1179.11.1,uk.org.publicwhip/debate/2019-03-20b.1179.11,2019-03-20,Approve: Asylum (EU Exit) Regulations 2019,"That the draft Immigration, Nationality and Asylum (EU Exit) Regulations 2019, which were laid before this House on 13 February, be approved.—(Iain Stewart.)",house-of-commons,489
uk.org.publicwhip/debate/2019-03-20b.1180.3.1,uk.org.publicwhip/debate/2019-03-20b.1180.3,2019-03-20,DELEGATED LEGISLATION: Exiting the European Union (Financial Services),"That the draft Financial Services (Miscellaneous) (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 25 February, be approved.—(Iain Stewart.)",house-of-commons,490
uk.org.publicwhip/debate/2019-03-20b.1181.0.1,uk.org.publicwhip/debate/2019-03-20b.1181.0,2019-03-20,"Adjournment Debate: PETITION - MAINTENANCE OF STROKE SERVICES AT QUEEN ELIZABETH, THE QUEEN MOTHER HOSPITAL MARGATE","Motion made, and Question proposed, That this House do now adjourn.—(Iain Stewart.)",house-of-commons,491
uk.org.publicwhip/debate/2019-03-20b.1188.2.1,uk.org.publicwhip/debate/2019-03-20b.1188.2,2019-03-20,DEFERRED DIVISIONS: Exiting the European Union (Consumer Protection),"That the draft Product Safety and Metrology etc. (Amendment etc.) (EU Exit) Regulations 2019, which were laid before this House on 7 February, be approved.",house-of-commons,87
uk.org.publicwhip/debate/2019-03-20b.1193.1.1,uk.org.publicwhip/debate/2019-03-20b.1193.1,2019-03-20,"DEFERRED DIVISIONS: Amendments Relating to the Provision of Integrated Care Regulations 2019 (S.I., 2019, No. 248)","That an humble Address be presented to Her Majesty, praying that the Amendments Relating to the Provision of Integrated Care Regulations 2019 (S.I., 2019, No. 248), dated 13 February 2019, a copy of which was laid before this House on 13 February, be annulled.",house-of-commons,88
uk.org.publicwhip/debate/2019-03-20b.1197.1.1,uk.org.publicwhip/debate/2019-03-20b.1197.1,2019-03-20,DEFERRED DIVISIONS: Exiting the European Union (Agriculture),"That the draft Organic Production (Control of Imports) (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 13 February, be approved.",house-of-commons,89
uk.org.publicwhip/debate/2019-03-20b.1200.1.1,uk.org.publicwhip/debate/2019-03-20b.1200.1,2019-03-20,DEFERRED DIVISIONS: Exiting the European Union (Agriculture),"That the draft Organic Production and Control (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 13 February, be approved.",house-of-commons,90
uk.org.publicwhip/debate/2019-03-21a.1273.0.1,uk.org.publicwhip/debate/2019-03-21a.1273.0,2019-03-21,BACKBENCH BUSINESS - SERVICES FOR PEOPLE WITH AUTISMBACKBENCH BUSINESS,"I beg to move,
That this House has considered services for people with autism.",house-of-commons,681
uk.org.publicwhip/debate/2019-03-21a.1307.0.1,uk.org.publicwhip/debate/2019-03-21a.1307.0,2019-03-21,BACKBENCH BUSINESS - SERVICES FOR PEOPLE WITH AUTISMBACKBENCH BUSINESS: NICE Appraisals: Rare Diseases Treatments,"I beg to move,
That this House believes that NICE appraisal processes do not properly address the medical treatment needs of people with rare diseases such as muscular dystrophy, phenylketonuria and cystic fibrosis; and calls on NICE to urgently review the appraisal process.",house-of-commons,682
uk.org.publicwhip/debate/2019-03-22a.1343.1.1,uk.org.publicwhip/debate/2019-03-22a.1343.1,2019-03-22,PRAYERS - [Mr Speaker in the Chair]: Sit in Private,"I beg to move, That the House sit in private.",house-of-commons,3
uk.org.publicwhip/debate/2019-03-22a.1433.0.1,uk.org.publicwhip/debate/2019-03-22a.1433.0,2019-03-22,Adjournment Debate: DESTITUTION DOMESTIC VIOLENCE CONCESSION (ELIGIBILITY) BILL,"Motion made, and Question proposed, That this House do now adjourn.—(Amanda Milling.)",house-of-commons,204
uk.org.publicwhip/debate/2019-03-25c.127.0.2,uk.org.publicwhip/debate/2019-03-25c.127.0,2019-03-25,Amendment: European Union (Withdrawal) Act,"Amendment proposed: (a), At end, add
“and, given the need for the House to debate and vote on alternative ways forward, with a view to the Government putting forward a plan for the House to debate and vote on, orders that –
(a) Standing Order No. 14(1) (which provides that government business shall have precedence at every sitting save as provided in that order) shall not apply on Wednesday 27 March;
(b) precedence on that day shall be given to a motion relating to the Business of the House in connection with matters relating to the United Kingdom’s withdrawal from the European Union other than any Business of the House motion relating to the consideration by the House of a motion under Section 13(1)(b) of the European Union (Withdrawal) Act 2018, and then to motions relating to that withdrawal and the United Kingdom’s future relationship with the European Union other than any motion moved under Section 13(1)(b) of the European Union (Withdrawal) Act 2018;
(c) if more than one motion related to the Business of the House is tabled, the Speaker shall decide which motion shall have precedence;
(d) the Speaker shall interrupt proceedings on any business before the Business of the House motion having precedence at 2.00 pm on Wednesday 27 March and call a Member to move that motion;
(e) debate on that motion may continue until 3.00 pm on Wednesday 27 March at which time the Speaker shall put the questions necessary to dispose of proceedings on the motion including the questions on amendments selected by the Speaker which may then be moved;
(f) when those proceedings have been concluded, the Speaker shall call a Member to move one of the other motions having precedence;
(g) any proceedings interrupted or superseded by this order or an order arising from the Business of the House motion may be resumed or (as the case may be) entered upon and proceeded with after the moment of interruption on Wednesday 27 March.”—(Sir Oliver Letwin.)",house-of-commons,168
uk.org.publicwhip/debate/2019-03-25c.127.2.4,uk.org.publicwhip/debate/2019-03-25c.127.2,2019-03-25,Amendment: European Union (Withdrawal) Act,"Amendment proposed: (f), at end, add
“and orders that, in the event that the UK comes within seven calendar days of leaving the European Union without a deal, the Government must make arrangements within two sitting days, or if this House has been adjourned for more than four days to arrange for the House to be recalled under Standing Order No. 13 (Earlier meeting of the House in certain circumstances) for this purpose, for a Minister of the Crown to move a motion on whether this House approves the UK leaving the EU without a deal and on whether the UK Government should be required to request an extension of the period in Article 50(3) of the Treaty on European Union in order to avoid a no-deal Brexit and to give time for Parliament to determine a different approach.”.—(Margaret Beckett.)",house-of-commons,169
uk.org.publicwhip/debate/2019-03-25c.137.2.3,uk.org.publicwhip/debate/2019-03-25c.137.2,2019-03-25,European Union (Withdrawal) Act,"Resolved,
That this House, in accordance with the provisions of section 13(6)(a) of the European Union (Withdrawal) Act 2018, has considered the Written Statement titled “Statement under Section 13(4) of the European Union (Withdrawal) Act 2018”  and made on Friday 15 March 2019, and, given the need for the House to debate and vote on alternative ways forward, with a view to the Government putting forward a plan for the House to debate and vote on, orders that –
(a) Standing Order No. 14(1) (which provides that government business shall have precedence at every sitting save as provided in that order) shall not apply on Wednesday 27 March;
(b) precedence on that day shall be given to a motion relating to the Business of the House in connection with matters relating to the United Kingdom’s withdrawal from the European Union other than any Business of the House motion relating to the consideration by the House of a motion under Section 13(1)(b) of the European Union (Withdrawal) Act 2018, and then to motions relating to that withdrawal and the United Kingdom’s future relationship with the European Union other than any motion moved under Section 13(1)(b) of the European Union (Withdrawal) Act 2018;
(c) if more than one motion related to the Business of the House is tabled, the Speaker shall decide which motion shall have precedence;
(d) the Speaker shall interrupt proceedings on any business before the Business of the House motion having precedence at 2.00 pm on Wednesday 27 March and call a Member to move that motion;
(e) debate on that motion may continue until 3.00 pm on Wednesday 27 March at which time the Speaker shall put the questions necessary to dispose of proceedings on the motion including the questions on amendments selected by the Speaker which may then be moved;
(f) when those proceedings have been concluded, the Speaker shall call a Member to move one of the other motions having precedence;
(g) any proceedings interrupted or superseded by this order or an order arising from the Business of the House motion may be resumed or (as the case may be) entered upon and proceeded with after the moment of interruption on Wednesday 27 March.",house-of-commons,170
uk.org.publicwhip/debate/2019-03-25c.146.14.2,uk.org.publicwhip/debate/2019-03-25c.146.14,2019-03-25,Delegated Legislation: Exiting the European Union (Agriculture),"That the draft European Structural and Investment Funds Common Provisions Rules etc. (Amendment etc.) (EU Exit) Regulations 2019, which were laid before this House on 12 February, be approved.—(Mike Freer.)",house-of-commons,669
uk.org.publicwhip/debate/2019-03-26c.206.1.1,uk.org.publicwhip/debate/2019-03-26c.206.1,2019-03-26,Leave for Bill: COMPENSATION ORDERS (CHILD SEXUAL ABUSE),"I beg to move,
That leave be given to bring in a Bill to require the Lord Chancellor to report on the use by courts of compensation orders for child sexual abuse offences; and for connected purposes.",house-of-commons,210
