gid,date,major_heading_id,minor_heading_id,speech_id,paragraph_pid,agreed_text,motion_title,motion_gid,chamber,negative,__index_level_0__
uk.org.publicwhip/debate/2024-04-29a.65.4.2,2024-04-29,uk.org.publicwhip/debate/2024-04-29a.65.0,"",uk.org.publicwhip/debate/2024-04-29a.65.4,a65.4/2,Question put and agreed to.,Post Office (Horizon System) Offences Bill (Instructions),uk.org.publicwhip/debate/2024-04-29a.65.2.2,house-of-commons,false,80
uk.org.publicwhip/debate/2024-04-30a.171.2.19,2024-04-30,uk.org.publicwhip/debate/2024-04-30a.171.0,"",uk.org.publicwhip/debate/2024-04-30a.171.2,a171.2/19,Question put and agreed to.,Leave for Bill: Public Amenities (Adoption  by Local Authorities),uk.org.publicwhip/debate/2024-04-30a.171.2.1,house-of-commons,false,510
uk.org.publicwhip/debate/2024-04-30a.174.1.9,2024-04-30,uk.org.publicwhip/debate/2024-04-30a.174.0,"",uk.org.publicwhip/debate/2024-04-30a.174.1,a174.1/9,Question agreed to.,"Digital Markets, Competition and Consumers Bill: Programme (No. 3)",uk.org.publicwhip/debate/2024-04-30a.174.1.1,house-of-commons,false,511
uk.org.publicwhip/debate/2024-04-30a.228.4.2,2024-04-30,uk.org.publicwhip/debate/2024-04-30a.228.1,uk.org.publicwhip/debate/2024-04-30a.228.3,uk.org.publicwhip/debate/2024-04-30a.228.4,a228.4/2,Question agreed to.,Delegated Legislation,uk.org.publicwhip/debate/2024-04-30a.228.2.1,house-of-commons,false,512
uk.org.publicwhip/debate/2024-04-30a.229.1.2,2024-04-30,uk.org.publicwhip/debate/2024-04-30a.228.1,uk.org.publicwhip/debate/2024-04-30a.229.0,uk.org.publicwhip/debate/2024-04-30a.229.1,a229.1/2,Question agreed to.,Approve: Difference (Sustainable Industry Rewards) Regulations 2024,uk.org.publicwhip/debate/2024-04-30a.228.4.3,house-of-commons,false,513
uk.org.publicwhip/debate/2024-04-30a.229.3.2,2024-04-30,uk.org.publicwhip/debate/2024-04-30a.228.1,uk.org.publicwhip/debate/2024-04-30a.229.2,uk.org.publicwhip/debate/2024-04-30a.229.3,a229.3/2,Question agreed to.,Approve: Goods Vehicles (International Road Transport Permits and Haulage Within the EU) Regulations 2024,uk.org.publicwhip/debate/2024-04-30a.229.1.3,house-of-commons,false,514
uk.org.publicwhip/debate/2024-04-30a.240.1.3,2024-04-30,uk.org.publicwhip/debate/2024-04-30a.233.0,"",uk.org.publicwhip/debate/2024-04-30a.240.1,a240.1/3,Question put and agreed to.,Adjournment Debate: Heathrow Airport: Western Rail Link,uk.org.publicwhip/debate/2024-04-30a.233.1.1,house-of-commons,false,515
uk.org.publicwhip/debate/2024-05-01a.293.2.17,2024-05-01,uk.org.publicwhip/debate/2024-05-01a.293.0,"",uk.org.publicwhip/debate/2024-05-01a.293.2,a293.2/17,Question put and agreed to.,Leave for Bill: Road Traffic (Testing of Blood),uk.org.publicwhip/debate/2024-05-01a.293.2.1,house-of-commons,false,237
uk.org.publicwhip/debate/2024-05-01a.312.0.2,2024-05-01,uk.org.publicwhip/debate/2024-05-01a.296.0,uk.org.publicwhip/debate/2024-05-01a.310.2,uk.org.publicwhip/debate/2024-05-01a.312.0,a312.0/2,Question put and agreed to.,Third Reading: Automated Vehicles Bill [Lords],uk.org.publicwhip/debate/2024-05-01a.310.4.1,house-of-commons,false,238
uk.org.publicwhip/debate/2024-05-01a.312.3.3,2024-05-01,uk.org.publicwhip/debate/2024-05-01a.312.2,"",uk.org.publicwhip/debate/2024-05-01a.312.3,a312.3/3,Question agreed to.,Immigration,uk.org.publicwhip/debate/2024-05-01a.312.3.1,house-of-commons,false,239
uk.org.publicwhip/debate/2024-05-01a.316.1.12,2024-05-01,uk.org.publicwhip/debate/2024-05-01a.313.0,"",uk.org.publicwhip/debate/2024-05-01a.316.1,a316.1/12,Question put and agreed to.,Adjournment Debate: UK Trade: Aviation,uk.org.publicwhip/debate/2024-05-01a.313.1.1,house-of-commons,false,240
uk.org.publicwhip/debate/2024-05-02b.385.0.4,2024-05-02,uk.org.publicwhip/debate/2024-05-02b.357.0,uk.org.publicwhip/debate/2024-05-02b.357.1,uk.org.publicwhip/debate/2024-05-02b.385.0,b385.0/4,Question put and agreed to.,Backbench Business: Security in the Western Balkans,uk.org.publicwhip/debate/2024-05-02b.357.2.1,house-of-commons,false,568
uk.org.publicwhip/debate/2024-05-02b.411.1.4,2024-05-02,uk.org.publicwhip/debate/2024-05-02b.386.0,"",uk.org.publicwhip/debate/2024-05-02b.411.1,b411.1/4,Question put and agreed to.,Pension Schemes,uk.org.publicwhip/debate/2024-05-02b.386.2.1,house-of-commons,false,569
uk.org.publicwhip/debate/2024-05-02b.422.1.4,2024-05-02,uk.org.publicwhip/debate/2024-05-02b.413.0,"",uk.org.publicwhip/debate/2024-05-02b.422.1,b422.1/4,Question put and agreed to.,Adjournment Debate: Kingsmill Massacre Inquest,uk.org.publicwhip/debate/2024-05-02b.413.1.1,house-of-commons,false,570
uk.org.publicwhip/debate/2024-05-07b.482.0.3,2024-05-07,uk.org.publicwhip/debate/2024-05-07b.479.0,"",uk.org.publicwhip/debate/2024-05-07b.482.0,b482.0/3,Question put and agreed to.,Leave for Bill: Motor Vehicles (Driving Licences)  (New Drivers),uk.org.publicwhip/debate/2024-05-07b.479.2.1,house-of-commons,false,64
uk.org.publicwhip/debate/2024-05-07b.543.0.20,2024-05-07,uk.org.publicwhip/debate/2024-05-07b.483.0,"",uk.org.publicwhip/debate/2024-05-07b.543.0,b543.0/20,Question put and agreed to.,Defence,uk.org.publicwhip/debate/2024-05-07b.483.1.1,house-of-commons,false,65
uk.org.publicwhip/debate/2024-05-07b.554.3.3,2024-05-07,uk.org.publicwhip/debate/2024-05-07b.548.0,"",uk.org.publicwhip/debate/2024-05-07b.554.3,b554.3/3,Question put and agreed to.,Adjournment Debate: Tamar Crossings,uk.org.publicwhip/debate/2024-05-07b.548.1.1,house-of-commons,false,66
uk.org.publicwhip/debate/2024-05-08c.602.2.19,2024-05-08,uk.org.publicwhip/debate/2024-05-08c.602.0,"",uk.org.publicwhip/debate/2024-05-08c.602.2,c602.2/19,Question put and agreed to.,Leave for Bill: Assistance Dogs and Pavement Parking,uk.org.publicwhip/debate/2024-05-08c.602.2.1,house-of-commons,false,365
uk.org.publicwhip/debate/2024-05-08c.622.1.9,2024-05-08,uk.org.publicwhip/debate/2024-05-08c.605.0,uk.org.publicwhip/debate/2024-05-08c.605.3,uk.org.publicwhip/debate/2024-05-08c.622.1,c622.1/9,Question put and agreed to.,Clause 1 - Income tax charge for tax year 2024-25,uk.org.publicwhip/debate/2024-05-08c.605.4.1,house-of-commons,false,366
uk.org.publicwhip/debate/2024-05-08c.644.1.3,2024-05-08,uk.org.publicwhip/debate/2024-05-08c.605.0,uk.org.publicwhip/debate/2024-05-08c.632.0,uk.org.publicwhip/debate/2024-05-08c.644.1,c644.1/3,Question put and agreed to.,Clause 12 - Charge and Main Rate for Financial Year 2025,uk.org.publicwhip/debate/2024-05-08c.632.1.1,house-of-commons,false,367
uk.org.publicwhip/debate/2024-05-08c.658.1.3,2024-05-08,uk.org.publicwhip/debate/2024-05-08c.653.0,"",uk.org.publicwhip/debate/2024-05-08c.658.1,c658.1/3,Question put and agreed to.,Business of the House (13 May),uk.org.publicwhip/debate/2024-05-08c.653.1.1,house-of-commons,false,368
uk.org.publicwhip/debate/2024-05-08c.666.1.11,2024-05-08,uk.org.publicwhip/debate/2024-05-08c.661.0,"",uk.org.publicwhip/debate/2024-05-08c.666.1,c666.1/11,Question put and agreed to.,Adjournment Debate: Coastal Communities: East Devon,uk.org.publicwhip/debate/2024-05-08c.661.1.1,house-of-commons,false,369
uk.org.publicwhip/debate/2024-05-09b.761.1.2,2024-05-09,uk.org.publicwhip/debate/2024-05-09b.714.1,"",uk.org.publicwhip/debate/2024-05-09b.761.1,b761.1/2,Question put and agreed to.,Miners and Mining Communities,uk.org.publicwhip/debate/2024-05-09b.714.2.1,house-of-commons,false,428
uk.org.publicwhip/debate/2024-05-09b.791.0.2,2024-05-09,uk.org.publicwhip/debate/2024-05-09b.762.0,"",uk.org.publicwhip/debate/2024-05-09b.791.0,b791.0/2,Question put and agreed to.,BBC Mid-term Charter Review,uk.org.publicwhip/debate/2024-05-09b.762.1.1,house-of-commons,false,429
uk.org.publicwhip/debate/2024-05-09b.796.1.4,2024-05-09,uk.org.publicwhip/debate/2024-05-09b.792.0,"",uk.org.publicwhip/debate/2024-05-09b.796.1,b796.1/4,Question put and agreed to.,Adjournment Debate: Local Government Officials: Bullying,uk.org.publicwhip/debate/2024-05-09b.792.1.1,house-of-commons,false,430
uk.org.publicwhip/debate/2024-05-13c.107.2.2,2024-05-13,uk.org.publicwhip/debate/2024-05-13c.69.0,"",uk.org.publicwhip/debate/2024-05-13c.107.2,c107.2/2,Question agreed to.,Adjournment Debate: Risk-based Exclusion,uk.org.publicwhip/debate/2024-05-13c.107.2.3,house-of-commons,false,298
uk.org.publicwhip/debate/2024-05-13c.46.3.4,2024-05-13,uk.org.publicwhip/debate/2024-05-13c.30.0,"",uk.org.publicwhip/debate/2024-05-13c.46.3,c46.3/4,Question put and agreed to.,Public Procurement,uk.org.publicwhip/debate/2024-05-13c.30.1.1,house-of-commons,false,296
uk.org.publicwhip/debate/2024-05-13c.67.1.4,2024-05-13,uk.org.publicwhip/debate/2024-05-13c.48.0,"",uk.org.publicwhip/debate/2024-05-13c.67.1,c67.1/4,Question put and agreed to.,Agriculture,uk.org.publicwhip/debate/2024-05-13c.48.1.1,house-of-commons,false,297
uk.org.publicwhip/debate/2024-05-14c.164.2.16,2024-05-14,uk.org.publicwhip/debate/2024-05-14c.164.0,"",uk.org.publicwhip/debate/2024-05-14c.164.2,c164.2/16,Question put and agreed to.,Leave for Bill: Bathing Waters (Monitoring and Reporting),uk.org.publicwhip/debate/2024-05-14c.164.2.1,house-of-commons,false,178
uk.org.publicwhip/debate/2024-05-14c.174.4.5,2024-05-14,uk.org.publicwhip/debate/2024-05-14c.167.0,"",uk.org.publicwhip/debate/2024-05-14c.174.4,c174.4/5,Question put and agreed to.,Approve: Trade Union and Labour Relations (Consolidation) Act 1992 (Amendment of Schedule A2) Order 2024,uk.org.publicwhip/debate/2024-05-14c.167.1.1,house-of-commons,false,179
uk.org.publicwhip/debate/2024-05-14c.190.1.4,2024-05-14,uk.org.publicwhip/debate/2024-05-14c.176.0,"",uk.org.publicwhip/debate/2024-05-14c.190.1,c190.1/4,Question put and agreed to.,Employment (Allocation of Tips),uk.org.publicwhip/debate/2024-05-14c.176.2.1,house-of-commons,false,180
uk.org.publicwhip/debate/2024-05-14c.226.0.2,2024-05-14,uk.org.publicwhip/debate/2024-05-14c.191.0,"",uk.org.publicwhip/debate/2024-05-14c.226.0,c226.0/2,Question put and agreed to.,War Graves Week,uk.org.publicwhip/debate/2024-05-14c.191.1.1,house-of-commons,false,181
uk.org.publicwhip/debate/2024-05-14c.237.0.8,2024-05-14,uk.org.publicwhip/debate/2024-05-14c.227.2,uk.org.publicwhip/debate/2024-05-14c.229.0,uk.org.publicwhip/debate/2024-05-14c.237.0,c237.0/8,Question put and agreed to.,Adjournment Debate: Petition - Recommendations of the Infected Blood Inquiry,uk.org.publicwhip/debate/2024-05-14c.229.1.1,house-of-commons,false,182
uk.org.publicwhip/debate/2024-05-15c.269.2.14,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.269.0,"",uk.org.publicwhip/debate/2024-05-15c.269.2,c269.2/14,Question put and agreed to.,Leave for Bill: Child Sexual Abuse Material  (Digital Devices),uk.org.publicwhip/debate/2024-05-15c.269.2.1,house-of-commons,false,219
uk.org.publicwhip/debate/2024-05-15c.273.0.2,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.271.0,"",uk.org.publicwhip/debate/2024-05-15c.273.0,c273.0/2,Question put and agreed to.,Criminal Justice Bill  (Programme) (No. 2),uk.org.publicwhip/debate/2024-05-15c.271.1.1,house-of-commons,false,220
uk.org.publicwhip/debate/2024-05-15c.374.3.2,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.274.3,uk.org.publicwhip/debate/2024-05-15c.374.3,c374.3/2,Question put and agreed to.,Second Reading: Criminal Justice Bill,uk.org.publicwhip/debate/2024-05-15c.275.0.1,house-of-commons,false,221
uk.org.publicwhip/debate/2024-05-15c.374.5.19,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.374.4,uk.org.publicwhip/debate/2024-05-15c.374.5,c374.5/19,"Brought up, read the First and Second time, and added to the Bill.",New Clause 62: Criminal Justice Bill,uk.org.publicwhip/debate/2024-05-15c.374.5.1,house-of-commons,false,222
uk.org.publicwhip/debate/2024-05-15c.375.1.12,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.375.0,uk.org.publicwhip/debate/2024-05-15c.375.1,c375.1/12,"Brought up, read the First and Second time, and added to the Bill.",New Clause 87: Criminal Justice Bill,uk.org.publicwhip/debate/2024-05-15c.375.1.1,house-of-commons,false,223
uk.org.publicwhip/debate/2024-05-15c.375.3.7,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.375.2,uk.org.publicwhip/debate/2024-05-15c.375.3,c375.3/7,"Brought up, read the First and Second time, and added to the Bill.",New Clause 88: Criminal Justice Bill,uk.org.publicwhip/debate/2024-05-15c.375.3.1,house-of-commons,false,224
uk.org.publicwhip/debate/2024-05-15c.376.1.15,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.376.0,uk.org.publicwhip/debate/2024-05-15c.376.1,c376.1/15,"Brought up, read the First and Second time, and added to the Bill.",New Clause 89: Criminal Justice Bill,uk.org.publicwhip/debate/2024-05-15c.376.1.1,house-of-commons,false,225
uk.org.publicwhip/debate/2024-05-15c.376.3.11,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.376.2,uk.org.publicwhip/debate/2024-05-15c.376.3,c376.3/11,"Brought up, read the First and Second time, and added to the Bill.",New Clause 94: Criminal Justice Bill,uk.org.publicwhip/debate/2024-05-15c.376.3.1,house-of-commons,false,226
uk.org.publicwhip/debate/2024-05-15c.377.1.16,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.377.0,uk.org.publicwhip/debate/2024-05-15c.377.1,c377.1/16,"Brought up, read the First and Second time, and added to the Bill.",New Clause 95: Criminal Justice Bill,uk.org.publicwhip/debate/2024-05-15c.377.1.1,house-of-commons,false,227
uk.org.publicwhip/debate/2024-05-15c.377.3.24,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.377.2,uk.org.publicwhip/debate/2024-05-15c.377.3,c377.3/24,"Brought up, read the First and Second time, and added to the Bill.",New Clause 103: Criminal Justice Bill,uk.org.publicwhip/debate/2024-05-15c.377.3.1,house-of-commons,false,228
uk.org.publicwhip/debate/2024-05-15c.378.1.10,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.378.0,uk.org.publicwhip/debate/2024-05-15c.378.1,c378.1/10,"Brought up, read the First and Second time, and added to the Bill.",New Clause 104: Criminal Justice Bill,uk.org.publicwhip/debate/2024-05-15c.378.1.1,house-of-commons,false,229
uk.org.publicwhip/debate/2024-05-15c.383.1.30,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.383.0,uk.org.publicwhip/debate/2024-05-15c.383.1,c383.1/30,"Brought up, read the First and Second time, and added to the Bill.",New Clause 57: Criminal Justice Bill,uk.org.publicwhip/debate/2024-05-15c.383.1.1,house-of-commons,false,230
uk.org.publicwhip/debate/2024-05-15c.390.1.43,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.274.0,uk.org.publicwhip/debate/2024-05-15c.390.0,uk.org.publicwhip/debate/2024-05-15c.390.1,c390.1/43,"Brought up, read the First and Second time, and added to the Bill.",Clause 13 - Administering etc harmful substances (including by spiking),uk.org.publicwhip/debate/2024-05-15c.392.1.1,house-of-commons,false,231
uk.org.publicwhip/debate/2024-05-15c.393.3.3,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.393.2,"",uk.org.publicwhip/debate/2024-05-15c.393.3,c393.3/3,Question agreed to.,Disapply Standing Order 41A,uk.org.publicwhip/debate/2024-05-15c.393.3.1,house-of-commons,false,232
uk.org.publicwhip/debate/2024-05-15c.393.8.2,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.393.5,uk.org.publicwhip/debate/2024-05-15c.393.7,uk.org.publicwhip/debate/2024-05-15c.393.8,c393.8/2,Question agreed to.,"Approve: Legal Aid, Sentencing and Punishment of Offenders Act 2012 (Legal Aid: Domestic Abuse) (Amendment) Order 2024",uk.org.publicwhip/debate/2024-05-15c.393.6.1,house-of-commons,false,233
uk.org.publicwhip/debate/2024-05-15c.394.5.2,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.393.5,uk.org.publicwhip/debate/2024-05-15c.394.4,uk.org.publicwhip/debate/2024-05-15c.394.5,c394.5/2,Question agreed to.,Approve: Securitisation (Amendment) Regulations 2024,uk.org.publicwhip/debate/2024-05-15c.394.5.1,house-of-commons,false,234
uk.org.publicwhip/debate/2024-05-15c.400.0.6,2024-05-15,uk.org.publicwhip/debate/2024-05-15c.396.0,"",uk.org.publicwhip/debate/2024-05-15c.400.0,c400.0/6,Question put and agreed to.,Adjournment Debate: Leaseholders and Freeholders,uk.org.publicwhip/debate/2024-05-15c.396.1.1,house-of-commons,false,235
uk.org.publicwhip/debate/2024-05-16c.522.2.4,2024-05-16,uk.org.publicwhip/debate/2024-05-16c.463.1,"",uk.org.publicwhip/debate/2024-05-16c.522.2,c522.2/4,Question put and agreed to.,Women’s State Pension Age: Ombudsman Report,uk.org.publicwhip/debate/2024-05-16c.463.3.1,house-of-commons,false,482
uk.org.publicwhip/debate/2024-05-16c.532.3.3,2024-05-16,uk.org.publicwhip/debate/2024-05-16c.525.0,"",uk.org.publicwhip/debate/2024-05-16c.532.3,c532.3/3,Question put and agreed to.,Adjournment Debate: Mineworkers’ Pension Scheme,uk.org.publicwhip/debate/2024-05-16c.525.1.1,house-of-commons,false,483
uk.org.publicwhip/debate/2024-05-17a.544.1.3,2024-05-17,uk.org.publicwhip/debate/2024-05-17a.534.0,"",uk.org.publicwhip/debate/2024-05-17a.544.1,a544.1/3,Question put and agreed to.,Third Reading: Licensing Hours Extensions Bill,uk.org.publicwhip/debate/2024-05-17a.534.2.1,house-of-commons,false,355
uk.org.publicwhip/debate/2024-05-17a.547.0.10,2024-05-17,uk.org.publicwhip/debate/2024-05-17a.545.0,uk.org.publicwhip/debate/2024-05-17a.545.2,uk.org.publicwhip/debate/2024-05-17a.547.0,a547.0/10,Amendment 1 agreed to.,Amendment 6: Pensions (Special Rules for End of Life) Bill,uk.org.publicwhip/debate/2024-05-17a.547.0.20,house-of-commons,false,357
uk.org.publicwhip/debate/2024-05-17a.556.1.2,2024-05-17,uk.org.publicwhip/debate/2024-05-17a.545.0,uk.org.publicwhip/debate/2024-05-17a.545.2,uk.org.publicwhip/debate/2024-05-17a.556.1,a556.1/2,Question put and agreed to.,Third Reading: Pensions (Special Rules for End of Life) Bill,uk.org.publicwhip/debate/2024-05-17a.548.0.1,house-of-commons,false,356
uk.org.publicwhip/debate/2024-05-17a.568.1.2,2024-05-17,uk.org.publicwhip/debate/2024-05-17a.557.0,"",uk.org.publicwhip/debate/2024-05-17a.568.1,a568.1/2,Question put and agreed to.,Third Reading: Special Envoy for Freedom of Religion or Belief Bill,uk.org.publicwhip/debate/2024-05-17a.557.2.1,house-of-commons,false,358
uk.org.publicwhip/debate/2024-05-17a.573.0.3,2024-05-17,uk.org.publicwhip/debate/2024-05-17a.569.0,uk.org.publicwhip/debate/2024-05-17a.569.2,uk.org.publicwhip/debate/2024-05-17a.573.0,a573.0/3,Amendment 1 agreed to.,Clause 1 - Livestock worrying: scope and consequences of offence,uk.org.publicwhip/debate/2024-05-17a.573.0.4,house-of-commons,false,360
uk.org.publicwhip/debate/2024-05-17a.579.1.4,2024-05-17,uk.org.publicwhip/debate/2024-05-17a.569.0,uk.org.publicwhip/debate/2024-05-17a.569.2,uk.org.publicwhip/debate/2024-05-17a.579.1,a579.1/4,Question put and agreed to.,Third Reading: Dogs (Protection of Livestock) (Amendment) Bill,uk.org.publicwhip/debate/2024-05-17a.573.1.1,house-of-commons,false,359
uk.org.publicwhip/debate/2024-05-17a.585.1.2,2024-05-17,uk.org.publicwhip/debate/2024-05-17a.580.0,"",uk.org.publicwhip/debate/2024-05-17a.585.1,a585.1/2,Question put and agreed to.,Third Reading: Secure 16 to 19 Academies Bill,uk.org.publicwhip/debate/2024-05-17a.580.2.1,house-of-commons,false,361
uk.org.publicwhip/debate/2024-05-17a.594.2.3,2024-05-17,uk.org.publicwhip/debate/2024-05-17a.586.0,"",uk.org.publicwhip/debate/2024-05-17a.594.2,a594.2/3,Question put and agreed to.,Third Reading: School Attendance (Duties of Local Authorities and Proprietors of Schools) Bill,uk.org.publicwhip/debate/2024-05-17a.586.2.1,house-of-commons,false,362
uk.org.publicwhip/debate/2024-05-17a.602.1.4,2024-05-17,uk.org.publicwhip/debate/2024-05-17a.596.0,"",uk.org.publicwhip/debate/2024-05-17a.602.1,a602.1/4,Question put and agreed to.,Third Reading: Space Industry (Indemnities) Bill,uk.org.publicwhip/debate/2024-05-17a.596.2.1,house-of-commons,false,363
uk.org.publicwhip/debate/2024-05-17a.612.0.8,2024-05-17,uk.org.publicwhip/debate/2024-05-17a.609.0,"",uk.org.publicwhip/debate/2024-05-17a.612.0,a612.0/8,Question put and agreed to.,Adjournment Debate: Hajj Fraud,uk.org.publicwhip/debate/2024-05-17a.609.1.1,house-of-commons,false,364
uk.org.publicwhip/debate/2024-05-20a.713.1.12,2024-05-20,uk.org.publicwhip/debate/2024-05-20a.672.0,"",uk.org.publicwhip/debate/2024-05-20a.713.1,a713.1/12,Question put and agreed to.,Ukraine,uk.org.publicwhip/debate/2024-05-20a.672.1.1,house-of-commons,false,594
uk.org.publicwhip/debate/2024-05-20a.720.1.8,2024-05-20,uk.org.publicwhip/debate/2024-05-20a.715.0,"",uk.org.publicwhip/debate/2024-05-20a.720.1,a720.1/8,Question put and agreed to.,Adjournment Debate: Petitions Committee,uk.org.publicwhip/debate/2024-05-20a.714.3.1,house-of-commons,false,595
uk.org.publicwhip/debate/2024-05-21a.782.2.23,2024-05-21,uk.org.publicwhip/debate/2024-05-21a.782.0,"",uk.org.publicwhip/debate/2024-05-21a.782.2,a782.2/23,Question put and agreed to.,Leave for Bill: Children (Parental Imprisonment),uk.org.publicwhip/debate/2024-05-21a.782.2.1,house-of-commons,false,206
uk.org.publicwhip/debate/2024-05-21a.814.0.6,2024-05-21,uk.org.publicwhip/debate/2024-05-21a.805.0,"",uk.org.publicwhip/debate/2024-05-21a.814.0,a814.0/6,Question put and agreed to.,Approve: Scotland Act 1998 (Increase of Borrowing Limits) Order 2024,uk.org.publicwhip/debate/2024-05-21a.805.1.1,house-of-commons,false,207
uk.org.publicwhip/debate/2024-05-21a.852.1.3,2024-05-21,uk.org.publicwhip/debate/2024-05-21a.844.0,"",uk.org.publicwhip/debate/2024-05-21a.852.1,a852.1/3,Question put and agreed to.,Adjournment Debate: Allergy Guidance for Schools,uk.org.publicwhip/debate/2024-05-21a.844.1.1,house-of-commons,false,208
uk.org.publicwhip/debate/2024-05-22b.924.1.4,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.917.0,"",uk.org.publicwhip/debate/2024-05-22b.924.1,b924.1/4,Question put and agreed to.,Prevention and Suppression  of Terrorism,uk.org.publicwhip/debate/2024-05-22b.917.1.1,house-of-commons,false,168
uk.org.publicwhip/debate/2024-05-22b.930.4.6,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.926.0,"",uk.org.publicwhip/debate/2024-05-22b.930.4,b930.4/6,Question put and agreed to.,Approve: Licensing Act 2003 (UEFA European Football Championship Licensing Hours) Order 2024,uk.org.publicwhip/debate/2024-05-22b.926.1.1,house-of-commons,false,169
uk.org.publicwhip/debate/2024-05-22b.933.1.2,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.932.4,"",uk.org.publicwhip/debate/2024-05-22b.933.1,b933.1/2,Question put and agreed to.,Holocaust Memorial Bill: Business of the House,uk.org.publicwhip/debate/2024-05-22b.931.1.1,house-of-commons,false,170
uk.org.publicwhip/debate/2024-05-22b.990.1.4,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.934.0,uk.org.publicwhip/debate/2024-05-22b.978.0,uk.org.publicwhip/debate/2024-05-22b.990.1,b990.1/4,Question agreed to.,Third Reading: Holocaust Memorial Bill,uk.org.publicwhip/debate/2024-05-22b.990.1.3,house-of-commons,false,171
uk.org.publicwhip/debate/2024-05-22b.992.4.5,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.992.3,"",uk.org.publicwhip/debate/2024-05-22b.992.4,b992.4/5,Question agreed to.,Disapply Standing Order 41A,uk.org.publicwhip/debate/2024-05-22b.992.4.1,house-of-commons,false,172
uk.org.publicwhip/debate/2024-05-22b.992.8.21,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.992.7,"",uk.org.publicwhip/debate/2024-05-22b.992.8,b992.8/21,Question agreed to.,Third Reading: Holocaust Memorial Bill (Carry-over),uk.org.publicwhip/debate/2024-05-22b.992.8.1,house-of-commons,false,173
uk.org.publicwhip/debate/2024-05-22b.993.4.2,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.993.1,uk.org.publicwhip/debate/2024-05-22b.993.3,uk.org.publicwhip/debate/2024-05-22b.993.4,b993.4/2,Question agreed to.,Delegated Legislation,uk.org.publicwhip/debate/2024-05-22b.993.2.1,house-of-commons,false,174
uk.org.publicwhip/debate/2024-05-22b.993.6.2,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.993.1,uk.org.publicwhip/debate/2024-05-22b.993.5,uk.org.publicwhip/debate/2024-05-22b.993.6,b993.6/2,Question agreed to.,"Approve: Human Medicines (Amendments relating to Registered Dental Hygienists, Registered Dental Therapists and Registered Pharmacy Technicians) Regulations 2024",uk.org.publicwhip/debate/2024-05-22b.993.4.3,house-of-commons,false,175
uk.org.publicwhip/debate/2024-05-22b.993.8.2,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.993.1,uk.org.publicwhip/debate/2024-05-22b.993.7,uk.org.publicwhip/debate/2024-05-22b.993.8,b993.8/2,Question agreed to.,Delegated Legislation: Medicines,uk.org.publicwhip/debate/2024-05-22b.993.6.3,house-of-commons,false,176
uk.org.publicwhip/debate/2024-05-22b.999.0.13,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.996.0,"",uk.org.publicwhip/debate/2024-05-22b.999.0,b999.0/13,Question put and agreed to.,Adjournment Debate: Funding for Local Councils,uk.org.publicwhip/debate/2024-05-22b.996.1.1,house-of-commons,false,177
uk.org.publicwhip/debate/2024-05-23c.1092.0.2,2024-05-23,uk.org.publicwhip/debate/2024-05-23c.1090.20,"",uk.org.publicwhip/debate/2024-05-23c.1092.0,c1092.0/2,Question put and agreed to.,Business of the House,uk.org.publicwhip/debate/2024-05-23c.1090.1.1,house-of-commons,false,121
