gid,date,major_heading_id,minor_heading_id,speech_id,paragraph_pid,agreed_text,motion_title,motion_gid,chamber,negative,__index_level_0__
uk.org.publicwhip/debate/2024-05-23c.1124.2.4,2024-05-23,uk.org.publicwhip/debate/2024-05-23c.1117.0,"",uk.org.publicwhip/debate/2024-05-23c.1124.2,c1124.2/4,Question put and agreed to.,Adjournment Debate: National Grid Proposals:  North East Lincolnshire,uk.org.publicwhip/debate/2024-05-23c.1117.1.1,house-of-commons,false,122
uk.org.publicwhip/debate/2024-05-24c.1135.1.10,2024-05-24,uk.org.publicwhip/debate/2024-05-24c.1127.0,"",uk.org.publicwhip/debate/2024-05-24c.1135.1,c1135.1/10,Question put and agreed to.,Approve: Sanctions (EU Exit) (Miscellaneous Amendments and Revocations) Regulations 2024,uk.org.publicwhip/debate/2024-05-24c.1127.1.1,house-of-commons,false,492
uk.org.publicwhip/debate/2024-05-24c.1142.1.4,2024-05-24,uk.org.publicwhip/debate/2024-05-24c.1138.0,"",uk.org.publicwhip/debate/2024-05-24c.1142.1,c1142.1/4,Question put and agreed to.,Coroners,uk.org.publicwhip/debate/2024-05-24c.1138.1.1,house-of-commons,false,493
uk.org.publicwhip/debate/2024-05-24c.1144.1.4,2024-05-24,uk.org.publicwhip/debate/2024-05-24c.1144.0,"",uk.org.publicwhip/debate/2024-05-24c.1144.1,c1144.1/4,Question agreed to.,VICTIMS AND PRISONERS BILL: MONEY,uk.org.publicwhip/debate/2024-05-24c.1144.1.2,house-of-commons,false,494
uk.org.publicwhip/debate/2024-05-24c.1166.0.5,2024-05-24,uk.org.publicwhip/debate/2024-05-24c.1163.0,"",uk.org.publicwhip/debate/2024-05-24c.1166.0,c1166.0/5,Question put and agreed to.,Energy,uk.org.publicwhip/debate/2024-05-24c.1163.1.1,house-of-commons,false,495
uk.org.publicwhip/debate/2024-05-24c.1270.0.5,2024-05-24,uk.org.publicwhip/debate/2024-05-24c.1173.0,"",uk.org.publicwhip/debate/2024-05-24c.1270.0,c1270.0/5,Question put and agreed to.,Valedictory Debate,uk.org.publicwhip/debate/2024-05-24c.1270.0.6,house-of-commons,false,496
uk.org.publicwhip/debate/2024-07-09a.4.1.4,2024-07-09,uk.org.publicwhip/debate/2024-07-09a.1.2,uk.org.publicwhip/debate/2024-07-09a.1.4,uk.org.publicwhip/debate/2024-07-09a.4.1,a4.1/4,Question agreed to.,Message to Attend the Lords Commissioners: Election of Speaker,uk.org.publicwhip/debate/2024-07-09a.4.1.3,house-of-commons,false,532
uk.org.publicwhip/debate/2024-07-17e.150.1.2,2024-07-17,uk.org.publicwhip/debate/2024-07-17e.144.0,"",uk.org.publicwhip/debate/2024-07-17e.150.1,e150.1/2,Question put and agreed to.,Adjournment Debate: Health Services: Rural Areas,uk.org.publicwhip/debate/2024-07-17e.144.1.1,house-of-commons,false,501
uk.org.publicwhip/debate/2024-07-18f.282.0.10,2024-07-18,uk.org.publicwhip/debate/2024-07-18f.277.0,"",uk.org.publicwhip/debate/2024-07-18f.282.0,f282.0/10,Question put and agreed to.,Adjournment Debate: Adequacy of the Scotland Act 1998,uk.org.publicwhip/debate/2024-07-18f.277.1.1,house-of-commons,false,582
uk.org.publicwhip/debate/2024-07-22e.494.2.3,2024-07-22,uk.org.publicwhip/debate/2024-07-22e.494.1,"",uk.org.publicwhip/debate/2024-07-22e.494.2,e494.2/3,Question agreed to.,Adjournment (Summer and Conference Recesses),uk.org.publicwhip/debate/2024-07-22e.494.2.2,house-of-commons,false,270
uk.org.publicwhip/debate/2024-07-22e.494.4.7,2024-07-22,uk.org.publicwhip/debate/2024-07-22e.494.3,"",uk.org.publicwhip/debate/2024-07-22e.494.4,e494.4/7,Question agreed to.,Private Members' Bills,uk.org.publicwhip/debate/2024-07-22e.494.4.1,house-of-commons,false,271
uk.org.publicwhip/debate/2024-07-22e.501.3.12,2024-07-22,uk.org.publicwhip/debate/2024-07-22e.495.0,"",uk.org.publicwhip/debate/2024-07-22e.501.3,e501.3/12,Question put and agreed to.,Adjournment Debate: Aerospace Industry: Northern Ireland,uk.org.publicwhip/debate/2024-07-22e.495.1.1,house-of-commons,false,272
uk.org.publicwhip/debate/2024-07-23e.637.1.3,2024-07-23,uk.org.publicwhip/debate/2024-07-23e.527.3,"",uk.org.publicwhip/debate/2024-07-23e.637.1,e637.1/3,Main Question put and agreed to.,Immigration and Home Affairs,uk.org.publicwhip/debate/2024-07-23e.637.1.4,house-of-commons,false,126
uk.org.publicwhip/debate/2024-07-23e.640.2.3,2024-07-23,uk.org.publicwhip/debate/2024-07-23e.640.1,"",uk.org.publicwhip/debate/2024-07-23e.640.2,e640.2/3,Question agreed to.,Business of the House,uk.org.publicwhip/debate/2024-07-23e.640.2.1,house-of-commons,false,127
uk.org.publicwhip/debate/2024-07-24e.695.1.7,2024-07-24,uk.org.publicwhip/debate/2024-07-24e.674.0,"",uk.org.publicwhip/debate/2024-07-24e.695.1,e695.1/7,Question put and agreed to.,International Immunities and Privileges,uk.org.publicwhip/debate/2024-07-24e.674.2.1,house-of-commons,false,27
uk.org.publicwhip/debate/2024-07-24e.773.1.18,2024-07-24,uk.org.publicwhip/debate/2024-07-24e.697.0,"",uk.org.publicwhip/debate/2024-07-24e.773.1,e773.1/18,Question put and agreed to.,Education and Opportunity,uk.org.publicwhip/debate/2024-07-24e.697.1.1,house-of-commons,false,28
uk.org.publicwhip/debate/2024-07-24e.776.2.6,2024-07-24,uk.org.publicwhip/debate/2024-07-24e.776.1,"",uk.org.publicwhip/debate/2024-07-24e.776.2,e776.2/6,Question agreed to.,Estimates 2024-25,uk.org.publicwhip/debate/2024-07-24e.776.2.1,house-of-commons,false,29
uk.org.publicwhip/debate/2024-07-24e.785.0.5,2024-07-24,uk.org.publicwhip/debate/2024-07-24e.778.0,"",uk.org.publicwhip/debate/2024-07-24e.785.0,e785.0/5,Question put and agreed to.,Adjournment Debate: Flood Defences: West Worcestershire,uk.org.publicwhip/debate/2024-07-24e.778.1.1,house-of-commons,false,30
uk.org.publicwhip/debate/2024-07-25e.830.8.2,2024-07-25,uk.org.publicwhip/debate/2024-07-25e.830.7,"",uk.org.publicwhip/debate/2024-07-25e.830.8,e830.8/2,Question agreed to.,Third Reading: Supply and Appropriation (Main Estimates) Bill,uk.org.publicwhip/debate/2024-07-25e.830.8.4,house-of-commons,false,209
uk.org.publicwhip/debate/2024-07-25e.830.8.5,2024-07-25,uk.org.publicwhip/debate/2024-07-25e.830.7,"",uk.org.publicwhip/debate/2024-07-25e.830.8,e830.8/5,Question agreed to.,Second Reading: Supply and Appropriation (Main Estimates) Bill,uk.org.publicwhip/debate/2024-07-25e.830.8.1,house-of-commons,false,210
uk.org.publicwhip/debate/2024-07-25e.912.1.7,2024-07-25,uk.org.publicwhip/debate/2024-07-25e.856.0,"",uk.org.publicwhip/debate/2024-07-25e.912.1,e912.1/7,Question put and agreed to.,Code of Conduct and Modernisation Committee,uk.org.publicwhip/debate/2024-07-25e.856.2.1,house-of-commons,false,211
uk.org.publicwhip/debate/2024-07-25e.913.4.2,2024-07-25,uk.org.publicwhip/debate/2024-07-25e.856.0,"",uk.org.publicwhip/debate/2024-07-25e.913.4,e913.4/2,Question put and agreed to.,Code of Conduct and Modernisation Committee,uk.org.publicwhip/debate/2024-07-25e.913.0.2,house-of-commons,false,212
uk.org.publicwhip/debate/2024-07-26d.1002.8.7,2024-07-26,uk.org.publicwhip/debate/2024-07-26d.937.0,"",uk.org.publicwhip/debate/2024-07-26d.1002.8,d1002.8/7,Question put and agreed to.,Making Britain a Clean Energy Superpower,uk.org.publicwhip/debate/2024-07-26d.937.1.1,house-of-commons,false,72
uk.org.publicwhip/debate/2024-07-26d.1011.0.9,2024-07-26,uk.org.publicwhip/debate/2024-07-26d.1005.0,"",uk.org.publicwhip/debate/2024-07-26d.1011.0,d1011.0/9,Question put and agreed to.,Adjournment Debate: Pharmacy Provision: Hampton,uk.org.publicwhip/debate/2024-07-26d.1005.1.1,house-of-commons,false,73
uk.org.publicwhip/debate/2024-07-29c.1141.7.2,2024-07-29,uk.org.publicwhip/debate/2024-07-29c.1141.6,"",uk.org.publicwhip/debate/2024-07-29c.1141.7,c1141.7/2,Question agreed to.,Passenger Railway Services (Public Ownership) Bill: Programme,uk.org.publicwhip/debate/2024-07-29c.1141.1.1,house-of-commons,false,118
uk.org.publicwhip/debate/2024-07-29c.1141.9.4,2024-07-29,uk.org.publicwhip/debate/2024-07-29c.1141.8,"",uk.org.publicwhip/debate/2024-07-29c.1141.9,c1141.9/4,Question agreed to.,Passenger Railway Services (Public Ownership) Bill: Money,uk.org.publicwhip/debate/2024-07-29c.1141.9.2,house-of-commons,false,119
uk.org.publicwhip/debate/2024-07-29c.1147.1.6,2024-07-29,uk.org.publicwhip/debate/2024-07-29c.1142.0,"",uk.org.publicwhip/debate/2024-07-29c.1147.1,c1147.1/6,Question put and agreed to.,Adjournment Debate: Road Safety on the A1,uk.org.publicwhip/debate/2024-07-29c.1142.1.1,house-of-commons,false,120
uk.org.publicwhip/debate/2024-07-30c.1264.1.22,2024-07-30,uk.org.publicwhip/debate/2024-07-30c.1211.0,"",uk.org.publicwhip/debate/2024-07-30c.1264.1,c1264.1/22,Question put and agreed to.,Second Reading: Budget Responsibility Bill,uk.org.publicwhip/debate/2024-07-30c.1211.2.1,house-of-commons,false,279
uk.org.publicwhip/debate/2024-07-30c.1267.5.4,2024-07-30,uk.org.publicwhip/debate/2024-07-30c.1267.4,"",uk.org.publicwhip/debate/2024-07-30c.1267.5,c1267.5/4,Question agreed to.,Budget Responsibility Bill: Programme,uk.org.publicwhip/debate/2024-07-30c.1267.1.1,house-of-commons,false,280
uk.org.publicwhip/debate/2024-07-30c.1267.7.4,2024-07-30,uk.org.publicwhip/debate/2024-07-30c.1267.6,"",uk.org.publicwhip/debate/2024-07-30c.1267.7,c1267.7/4,Question agreed to.,Budget Responsibility Bill: Money,uk.org.publicwhip/debate/2024-07-30c.1267.7.2,house-of-commons,false,281
uk.org.publicwhip/debate/2024-07-30c.1272.3.2,2024-07-30,uk.org.publicwhip/debate/2024-07-30c.1270.0,"",uk.org.publicwhip/debate/2024-07-30c.1272.3,c1272.3/2,Question put and agreed to.,European Scrutiny Committee,uk.org.publicwhip/debate/2024-07-30c.1270.1.1,house-of-commons,false,282
uk.org.publicwhip/debate/2024-07-30c.1290.1.3,2024-07-30,uk.org.publicwhip/debate/2024-07-30c.1282.0,"",uk.org.publicwhip/debate/2024-07-30c.1290.1,c1290.1/3,Question put and agreed to.,Adjournment Debate: Food Security,uk.org.publicwhip/debate/2024-07-30c.1282.1.1,house-of-commons,false,283
uk.org.publicwhip/debate/2024-09-03e.277.1.5,2024-09-03,uk.org.publicwhip/debate/2024-09-03e.194.0,uk.org.publicwhip/debate/2024-09-03e.263.0,uk.org.publicwhip/debate/2024-09-03e.277.1,e277.1/5,Question put and agreed to.,Third Reading: Passenger Railway Services (Public Ownership) Bill,uk.org.publicwhip/debate/2024-09-03e.275.0.1,house-of-commons,false,399
uk.org.publicwhip/debate/2024-09-03e.286.3.4,2024-09-03,uk.org.publicwhip/debate/2024-09-03e.279.0,"",uk.org.publicwhip/debate/2024-09-03e.286.3,e286.3/4,Question put and agreed to.,Adjournment Debate: Unpaid Carers,uk.org.publicwhip/debate/2024-09-03e.279.1.1,house-of-commons,false,400
uk.org.publicwhip/debate/2024-09-04c.389.1.2,2024-09-04,uk.org.publicwhip/debate/2024-09-04c.333.0,uk.org.publicwhip/debate/2024-09-04c.333.3,uk.org.publicwhip/debate/2024-09-04c.389.1,c389.1/2,Question put and agreed to.,Third Reading: Budget Responsibility Bill,uk.org.publicwhip/debate/2024-09-04c.388.0.1,house-of-commons,false,541
uk.org.publicwhip/debate/2024-09-04c.396.1.3,2024-09-04,uk.org.publicwhip/debate/2024-09-04c.390.0,"",uk.org.publicwhip/debate/2024-09-04c.396.1,c396.1/3,Question put and agreed to.,Adjournment Debate: Police Station Closure: Sutton Coldfield,uk.org.publicwhip/debate/2024-09-04c.390.1.1,house-of-commons,false,542
uk.org.publicwhip/debate/2024-09-05h.537.1.14,2024-09-05,uk.org.publicwhip/debate/2024-09-05h.537.0,"",uk.org.publicwhip/debate/2024-09-05h.537.1,h537.1/14,Question agreed to.,Great British Energy Bill (Programme),uk.org.publicwhip/debate/2024-09-05h.537.1.1,house-of-commons,false,479
uk.org.publicwhip/debate/2024-09-05h.538.1.3,2024-09-05,uk.org.publicwhip/debate/2024-09-05h.538.0,"",uk.org.publicwhip/debate/2024-09-05h.538.1,h538.1/3,Question agreed to.,Great British Energy Bill (Money),uk.org.publicwhip/debate/2024-09-05h.538.1.2,house-of-commons,false,480
uk.org.publicwhip/debate/2024-09-05h.546.1.3,2024-09-05,uk.org.publicwhip/debate/2024-09-05h.539.0,"",uk.org.publicwhip/debate/2024-09-05h.546.1,h546.1/3,Question put and agreed to.,Adjournment Debate: Rail and Road Connectivity: Northern Lincolnshire,uk.org.publicwhip/debate/2024-09-05h.539.1.1,house-of-commons,false,481
uk.org.publicwhip/debate/2024-09-09d.622.2.7,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.608.0,"",uk.org.publicwhip/debate/2024-09-09d.622.2,d622.2/7,Question put and agreed to.,Sanctions: Russia,uk.org.publicwhip/debate/2024-09-09d.608.1.1,house-of-commons,false,213
uk.org.publicwhip/debate/2024-09-09d.632.2.5,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.624.0,"",uk.org.publicwhip/debate/2024-09-09d.632.2,d632.2/5,Question put and agreed to.,Sanctions: Syria,uk.org.publicwhip/debate/2024-09-09d.624.1.1,house-of-commons,false,214
uk.org.publicwhip/debate/2024-09-09d.648.1.6,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.633.0,"",uk.org.publicwhip/debate/2024-09-09d.648.1,d648.1/6,Question put and agreed to.,Transport,uk.org.publicwhip/debate/2024-09-09d.633.1.1,house-of-commons,false,215
uk.org.publicwhip/debate/2024-09-09d.658.1.3,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.650.0,"",uk.org.publicwhip/debate/2024-09-09d.658.1,d658.1/3,Question put and agreed to.,Approve: Human Medicines (Amendments Relating to Naloxone and Transfers of Functions) Regulations 2024,uk.org.publicwhip/debate/2024-09-09d.650.1.1,house-of-commons,false,216
uk.org.publicwhip/debate/2024-09-09d.662.0.2,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.660.0,"",uk.org.publicwhip/debate/2024-09-09d.662.0,d662.0/2,Question put and agreed to.,Modernisation Committee,uk.org.publicwhip/debate/2024-09-09d.660.1.1,house-of-commons,false,217
uk.org.publicwhip/debate/2024-09-09d.674.2.4,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.663.0,"",uk.org.publicwhip/debate/2024-09-09d.674.2,d674.2/4,Question put and agreed to.,Adjournment Debate: Housing: Cornwall and the Isles of Scilly,uk.org.publicwhip/debate/2024-09-09d.663.1.1,house-of-commons,false,218
uk.org.publicwhip/debate/2024-09-10a.792.5.3,2024-09-10,uk.org.publicwhip/debate/2024-09-10a.741.1,"",uk.org.publicwhip/debate/2024-09-10a.792.5,a792.5/3,Question agreed to.,Winter Fuel Payment,uk.org.publicwhip/debate/2024-09-10a.792.5.2,house-of-commons,false,59
uk.org.publicwhip/debate/2024-09-10a.806.0.2,2024-09-10,uk.org.publicwhip/debate/2024-09-10a.797.0,"",uk.org.publicwhip/debate/2024-09-10a.806.0,a806.0/2,Question put and agreed to.,Adjournment Debate: Dynamic Ticket Pricing,uk.org.publicwhip/debate/2024-09-10a.804.0.10,house-of-commons,false,60
uk.org.publicwhip/debate/2024-09-11e.930.3.3,2024-09-11,uk.org.publicwhip/debate/2024-09-11e.852.0,"",uk.org.publicwhip/debate/2024-09-11e.930.3,e930.3/3,Question put and agreed to.,Building Safety and Resilience,uk.org.publicwhip/debate/2024-09-11e.852.2.1,house-of-commons,false,25
uk.org.publicwhip/debate/2024-09-11e.937.0.9,2024-09-11,uk.org.publicwhip/debate/2024-09-11e.932.0,"",uk.org.publicwhip/debate/2024-09-11e.937.0,e937.0/9,Question put and agreed to.,Adjournment Debate: Democracy in Bangladesh,uk.org.publicwhip/debate/2024-09-11e.932.1.1,house-of-commons,false,26
uk.org.publicwhip/debate/2024-09-12d.1070.0.11,2024-09-12,uk.org.publicwhip/debate/2024-09-12d.1009.0,"",uk.org.publicwhip/debate/2024-09-12d.1070.0,d1070.0/11,Question put and agreed to.,Sir David Amess Adjournment Debate,uk.org.publicwhip/debate/2024-09-12d.1070.0.12,house-of-commons,false,549
uk.org.publicwhip/debate/2024-09-12d.1079.3.9,2024-09-12,uk.org.publicwhip/debate/2024-09-12d.1073.0,"",uk.org.publicwhip/debate/2024-09-12d.1079.3,d1079.3/9,Question put and agreed to.,Adjournment Debate: UK Shared Prosperity Fund,uk.org.publicwhip/debate/2024-09-12d.1073.1.1,house-of-commons,false,550
uk.org.publicwhip/debate/2024-10-07a.134.2.12,2024-10-07,uk.org.publicwhip/debate/2024-10-07a.131.0,"",uk.org.publicwhip/debate/2024-10-07a.134.2,a134.2/12,Question put and agreed to.,Adjournment Debate: Hamas Attacks: First Anniversary,uk.org.publicwhip/debate/2024-10-07a.131.1.1,house-of-commons,false,151
uk.org.publicwhip/debate/2024-10-08d.282.1.2,2024-10-08,uk.org.publicwhip/debate/2024-10-08d.277.0,"",uk.org.publicwhip/debate/2024-10-08d.282.1,d282.1/2,Question put and agreed to.,Adjournment Debate: Health Services: Bridlington,uk.org.publicwhip/debate/2024-10-08d.277.1.1,house-of-commons,false,236
uk.org.publicwhip/debate/2024-10-09c.415.1.5,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.332.0,"",uk.org.publicwhip/debate/2024-10-09c.415.1,c415.1/5,Question agreed to.,Second Reading: Renters’ Rights Bill,uk.org.publicwhip/debate/2024-10-09c.332.3.1,house-of-commons,false,516
uk.org.publicwhip/debate/2024-10-09c.419.9.2,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.419.8,"",uk.org.publicwhip/debate/2024-10-09c.419.9,c419.9/2,Question agreed to.,Renters’ Rights Bill: Programme,uk.org.publicwhip/debate/2024-10-09c.419.1.1,house-of-commons,false,517
uk.org.publicwhip/debate/2024-10-09c.420.1.6,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.420.0,"",uk.org.publicwhip/debate/2024-10-09c.420.1,c420.1/6,Question agreed to.,Renters’ Rights Bill: Money,uk.org.publicwhip/debate/2024-10-09c.420.1.2,house-of-commons,false,518
uk.org.publicwhip/debate/2024-10-09c.420.3.5,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.420.2,"",uk.org.publicwhip/debate/2024-10-09c.420.3,c420.3/5,Question agreed to.,Renters’ Rights Bill: Ways and Means,uk.org.publicwhip/debate/2024-10-09c.420.3.1,house-of-commons,false,519
uk.org.publicwhip/debate/2024-10-09c.420.6.3,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.420.5,"",uk.org.publicwhip/debate/2024-10-09c.420.6,c420.6/3,Question agreed to.,Adjournment (November and Christmas Recesses),uk.org.publicwhip/debate/2024-10-09c.420.6.1,house-of-commons,false,520
uk.org.publicwhip/debate/2024-10-09c.427.1.12,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.421.0,"",uk.org.publicwhip/debate/2024-10-09c.427.1,c427.1/12,Question put and agreed to.,Adjournment Debate: Higher Education: Staffordshire,uk.org.publicwhip/debate/2024-10-09c.421.1.1,house-of-commons,false,521
uk.org.publicwhip/debate/2024-10-10d.552.1.11,2024-10-10,uk.org.publicwhip/debate/2024-10-10d.485.0,"",uk.org.publicwhip/debate/2024-10-10d.552.1,d552.1/11,Question put and agreed to.,Sport: Team GB and ParalympicsGB,uk.org.publicwhip/debate/2024-10-10d.485.1.1,house-of-commons,false,31
uk.org.publicwhip/debate/2024-10-10d.560.3.3,2024-10-10,uk.org.publicwhip/debate/2024-10-10d.555.0,"",uk.org.publicwhip/debate/2024-10-10d.560.3,d560.3/3,Question put and agreed to.,Adjournment Debate: Cost of Rail Fares,uk.org.publicwhip/debate/2024-10-10d.560.2.5,house-of-commons,false,32
uk.org.publicwhip/debate/2024-10-14d.664.1.5,2024-10-14,uk.org.publicwhip/debate/2024-10-14d.624.0,"",uk.org.publicwhip/debate/2024-10-14d.664.1,d664.1/5,Question put and agreed to.,Second Reading: Terrorism (Protection of Premises) Bill,uk.org.publicwhip/debate/2024-10-14d.624.2.1,house-of-commons,false,558
uk.org.publicwhip/debate/2024-10-14d.665.1.2,2024-10-14,uk.org.publicwhip/debate/2024-10-14d.665.0,"",uk.org.publicwhip/debate/2024-10-14d.665.1,d665.1/2,Question agreed to.,Terrorism (Protection of Premises) Bill: Programme,uk.org.publicwhip/debate/2024-10-14d.664.3.1,house-of-commons,false,559
uk.org.publicwhip/debate/2024-10-14d.665.3.8,2024-10-14,uk.org.publicwhip/debate/2024-10-14d.665.2,"",uk.org.publicwhip/debate/2024-10-14d.665.3,d665.3/8,Question agreed to.,Terrorism (Protection of Premises) Bill: Money,uk.org.publicwhip/debate/2024-10-14d.665.3.2,house-of-commons,false,560
uk.org.publicwhip/debate/2024-10-14d.666.1.18,2024-10-14,uk.org.publicwhip/debate/2024-10-14d.666.0,"",uk.org.publicwhip/debate/2024-10-14d.666.1,d666.1/18,Question put and agreed to.,Speaker’s Conference,uk.org.publicwhip/debate/2024-10-14d.666.1.1,house-of-commons,false,561
uk.org.publicwhip/debate/2024-10-15c.798.1.15,2024-10-15,uk.org.publicwhip/debate/2024-10-15c.719.0,"",uk.org.publicwhip/debate/2024-10-15c.798.1,c798.1/15,Question agreed to.,Second Reading: House of Lords (Hereditary Peers) Bill,uk.org.publicwhip/debate/2024-10-15c.719.3.1,house-of-commons,false,551
uk.org.publicwhip/debate/2024-10-15c.800.12.2,2024-10-15,uk.org.publicwhip/debate/2024-10-15c.800.9,uk.org.publicwhip/debate/2024-10-15c.800.11,uk.org.publicwhip/debate/2024-10-15c.800.12,c800.12/2,Question agreed to.,Approve: Government of Wales Act 2006 (Devolved Welsh Authorities) (Amendment) Order 2024,uk.org.publicwhip/debate/2024-10-15c.800.10.1,house-of-commons,false,552
